Wavelength(nm), SC photons / PD electrons
350.0, 17.03115820977818
352.0, 18.430409005189336
354.0, 20.144864693053155
356.0, 19.40328727255936
358.0, 18.719776759291857
360.0, 20.39356708725166
362.0, 19.727010633520088
364.0, 20.162134431359863
366.0, 20.298610190717568
368.0, 20.587405134665087
370.0, 19.969591295481788
372.0, 19.394610877133157
374.0, 18.92578309044721
376.0, 18.71031323934443
378.0, 18.31472939250067
380.0, 18.2483841524001
382.0, 18.178161857429814
384.0, 17.323778189101123
386.0, 17.889175819793717
388.0, 18.34443936991257
390.0, 18.46367927710454
392.0, 17.55792203842646
394.0, 17.905971263081888
396.0, 17.455379968293382
398.0, 16.514538804605436
400.0, 16.97150704155827
402.0, 18.005093011608917
404.0, 16.551512231213483
406.0, 15.694735901646109
408.0, 14.388461106105932
412.0, 15.159288469069967
414.0, 15.555248382319155
416.0, 15.144892601654366
420.0, 14.182470466974953
422.0, 13.182874766668476
424.0, 12.727924834579877
426.0, 12.892047598606451
428.0, 12.305167970201628
430.0, 11.543470101578004
432.0, 11.20862036899549
434.0, 11.408614009639967
436.0, 11.149637026455789
438.0, 12.420064188269983
440.0, 10.593153506335831
442.0, 10.607099801847644
444.0, 10.054284527740856
446.0, 10.44889748036269
448.0, 10.237688445297463
450.0, 9.565470888026585
454.0, 9.520440752642088
456.0, 9.785673895630183
458.0, 9.533359226261211
460.0, 9.41858514893813
462.0, 8.938351305602971
464.0, 9.490753778783521
466.0, 9.390510495334349
468.0, 9.623802239724998
470.0, 9.876073279944984
472.0, 10.00070974982717
474.0, 9.461853766608158
476.0, 9.03025755352408
478.0, 8.734994275994914
480.0, 9.105440538786182
482.0, 8.580738243348483
484.0, 9.0948538431266
486.0, 8.539713148409128
488.0, 9.261208598738303
490.0, 8.660074890903749
494.0, 8.45955237384978
496.0, 8.729317856408114
498.0, 8.580953049622606
500.0, 8.175498610125972
502.0, 8.008881266023852
504.0, 8.809298963959952
506.0, 8.205086229178614
508.0, 9.98375706468263
510.0, 7.9974925638234815
512.0, 7.743102797375415
514.0, 7.799550686080734
516.0, 7.420197687089406
518.0, 7.228338953426919
520.0, 7.799438072256017
522.0, 7.5168425048772045
524.0, 7.2711406535077785
526.0, 7.557474617607579
528.0, 6.644311234171041
530.0, 7.520327493558708
532.0, 7.004678185858933
536.0, 6.860621813952219
538.0, 6.6092357038412635
540.0, 6.862273470228095
542.0, 7.352789803738898
544.0, 6.8487020585833385
546.0, 6.076465659688391
548.0, 6.710703924189196
550.0, 6.436569112216258
552.0, 6.490998014936525
554.0, 6.428875008928775
556.0, 6.6369378966914905
558.0, 6.27122892940649
560.0, 6.525603607635937
562.0, 6.618762594193077
564.0, 6.514861138542856
566.0, 5.8566971002525685
568.0, 6.917783366174868
570.0, 6.028868793610999
572.0, 6.517112150641801
574.0, 6.04286046798814
578.0, 5.874738288876651
580.0, 6.078794303160176
582.0, 5.996721536598023
584.0, 6.302407150909531
586.0, 5.919870141465303
588.0, 6.3002536137244265
590.0, 5.529228037046222
592.0, 5.846976565104404
594.0, 5.805250171345685
596.0, 5.823749714908668
598.0, 5.678360820458157
600.0, 5.790686942522947
602.0, 5.523042740440296
604.0, 5.53224882699069
606.0, 5.8566126581422155
608.0, 5.450303724168255
610.0, 5.573081479381044
612.0, 5.649789929894733
614.0, 5.3360184022326305
616.0, 5.659964567299753
620.0, 5.199529938772644
622.0, 5.432359246243305
624.0, 5.437418240706686
626.0, 5.316526898248326
628.0, 5.214516626058513
630.0, 5.3884092283001
632.0, 5.266830257651173
634.0, 5.409386185087387
636.0, 5.194394899049473
638.0, 5.239572435439997
640.0, 5.26901330536383
642.0, 5.0074198579152025
644.0, 4.684251722011485
646.0, 4.855909649814263
648.0, 5.090140126354321
650.0, 5.002494350120783
652.0, 4.763869037331399
654.0, 4.748784915567542
656.0, 5.013505571609261
658.0, 4.755483880539966
660.0, 4.638152231777607
662.0, 4.903962755540707
664.0, 4.714353906158131
666.0, 4.752241413720117
668.0, 4.510967656078591
670.0, 4.33340845642782
672.0, 4.304058305881784
674.0, 4.439290390193107
676.0, 4.318553767615398
678.0, 4.266282315318756
680.0, 4.479176172265426
682.0, 4.282449721209869
684.0, 4.494222805969622
686.0, 4.2313283136217645
688.0, 4.141069037557582
690.0, 4.285002627787752
692.0, 4.255994461051281
694.0, 4.082313083984009
696.0, 4.120952804677758
698.0, 4.506523160953245
700.0, 4.076781355083931
704.0, 4.078683634492952
706.0, 4.051675183060354
708.0, 4.002439426696972
710.0, 3.9552694744276486
712.0, 3.9889196636111683
714.0, 3.8074525210028867
716.0, 3.895937149759117
718.0, 3.8982007748129948
720.0, 3.8463677712262405
722.0, 4.226745217546034
724.0, 3.838342070962552
726.0, 3.8612428335744626
728.0, 3.7489796560671236
730.0, 3.775275254157273
732.0, 3.9211858607572903
734.0, 3.89640616302998
736.0, 3.802830856387625
738.0, 3.7143984117610604
740.0, 3.7071581118974266
742.0, 3.670627640146852
744.0, 3.7458509328936413
746.0, 3.8464505779610154
748.0, 3.99475575754148
750.0, 3.8406787884196008
752.0, 3.6298034845804197
754.0, 3.5733084711563263
756.0, 3.6464289846548734
758.0, 3.8420744808055685
760.0, 3.621515614561794
762.0, 3.5980731144736042
764.0, 3.602046279633701
766.0, 3.610490681080072
768.0, 3.5560700939317456
770.0, 3.648534230837609
772.0, 3.672620009790026
774.0, 3.6072406919471947
776.0, 3.819760288525896
778.0, 3.6335934580832747
780.0, 3.5551535182156795
782.0, 3.5431321287017092
784.0, 3.526110182018941
786.0, 3.5170171238305996
788.0, 3.611627831301294
790.0, 3.461483407447145
792.0, 3.551907595127338
794.0, 3.4824605550642467
796.0, 3.43854175879455
798.0, 3.364729925895105
800.0, 3.4129515595448305
802.0, 3.3151619887235912
804.0, 3.4492398258580135
806.0, 3.50813410844834
808.0, 3.448699492759601
810.0, 3.377726011355433
812.0, 3.4250704852654215
814.0, 3.398254460818857
816.0, 3.4844449384661536
818.0, 3.415232242687877
820.0, 3.412251820041003
822.0, 3.4153281091691174
824.0, 3.6207475807065475
826.0, 3.4318855177471197
828.0, 3.491647559320874
830.0, 3.4833131684948513
832.0, 3.446557000866291
834.0, 3.420341490313522
836.0, 3.4163490629932074
838.0, 3.4561468599121086
840.0, 3.525934954906294
842.0, 3.428135988677653
844.0, 3.4868992386837228
846.0, 3.5938759254005537
848.0, 3.5663780475722775
850.0, 3.807632236245512
852.0, 3.902855437440405
854.0, 4.350556615324726
856.0, 4.707801343237772
858.0, 4.353914358424038
860.0, 4.184225001646324
862.0, 3.93488135506784
864.0, 3.623544652683884
866.0, 3.572020427183109
868.0, 3.5236849194743924
870.0, 3.77200769631519
872.0, 3.755156195173104
874.0, 3.589364697954519
876.0, 3.873046448565286
878.0, 3.5756899299217517
880.0, 3.5031211739894337
882.0, 3.4757374019412213
884.0, 4.002463431050248
886.0, 3.6250256802893275
888.0, 3.5824730790897212
890.0, 3.660858767193121
892.0, 3.694275857720268
894.0, 3.696782149175109
896.0, 3.697241255346035
898.0, 3.7297913147163304
900.0, 3.829394350266279
902.0, 3.7384754572173415
904.0, 3.6475642685694307
906.0, 3.778292758073421
908.0, 3.5966415959624825
910.0, 3.7916374873367253
912.0, 3.9756293437233947
914.0, 3.821245198326666
916.0, 3.8860744160715472
918.0, 3.616491400534133
920.0, 3.9571230701300646
922.0, 3.9027039707591284
924.0, 3.8596494099771226
926.0, 3.791125507725312
928.0, 3.8625227994489033
930.0, 4.197048213416247
932.0, 3.8574612849218917
934.0, 3.9383350728070536
936.0, 3.9384500633537787
938.0, 3.915734174964402
940.0, 3.9692418901327464
942.0, 4.050531749643065
944.0, 4.081319374830213
946.0, 4.46121888123664
948.0, 4.116902769513585
950.0, 2.70755924649986
952.0, 4.156955379820297
954.0, 4.355211931484566
956.0, 4.482265413836308
958.0, 4.321592364300019
960.0, 4.272871438948469
962.0, 4.272693904574346
964.0, 4.2776681285468054
966.0, 4.397733837337272
968.0, 4.65679129593158
970.0, 4.39919722145491
972.0, 4.380512791791754
974.0, 4.378240262561345
976.0, 4.864902920335643
978.0, 4.522784049321598
980.0, 4.537321325338519
982.0, 4.699694840916998
984.0, 4.816360074432077
986.0, 4.991179136150914
988.0, 4.78624291803275
990.0, 4.758565135513646
992.0, 5.249766357789635
994.0, 5.212111777478999
996.0, 5.380218658641815
998.0, 5.197614169432826
1000.0, 5.180268378758146
1002.0, 5.666689937286611
1004.0, 5.383412338909891
1006.0, 5.529158222493173
1008.0, 5.499221468656948
1010.0, 5.626703766867823
1012.0, 5.560414425931194
1014.0, 5.79982874756291
1016.0, 5.745678096574399
1018.0, 6.092107126755359
1020.0, 6.404251941923461
1022.0, 6.252610101276422
1024.0, 6.2883254294860045
1026.0, 6.639051137201766
1028.0, 6.550855717583726
1030.0, 7.340422291223401
1034.0, 7.137524108514201
1036.0, 7.232573940445668
1038.0, 7.3790006193241515
1040.0, 7.825980278929993
1042.0, 7.946398175609149
1044.0, 8.438229932373748
1046.0, 8.604137974293852
1048.0, 8.767839478362147
