Time sep (ms?), Charge (C)
0.0, -1.656e-09
2.002, -1.728e-09
4.004, -1.801e-09
6.006, -1.874e-09
8.008, -1.954e-09
10.01, -2.032e-09
12.012, -2.106e-09
14.014, -2.176e-09
16.016, -2.243e-09
18.018, -2.31e-09
20.02, -2.379e-09
22.022, -2.447e-09
24.024, -2.51e-09
26.026, -2.581e-09
28.028, -2.653e-09
30.03, -2.722e-09
32.032, -2.791e-09
34.034, -2.859e-09
36.036, -2.927e-09
38.038, -2.994e-09
40.04, -3.062e-09
42.042, -3.13e-09
44.044, -3.2e-09
46.046, -3.268e-09
48.048, -3.336e-09
50.05, -3.4e-09
52.052, -3.473e-09
54.054, -3.544e-09
56.056, -3.617e-09
58.058, -3.687e-09
60.06, -3.754e-09
62.062, -3.827e-09
64.064, -3.893e-09
66.066, -3.959e-09
68.068, -4.026e-09
70.07, -4.093e-09
72.072, -4.164e-09
74.074, -4.235e-09
76.076, -4.306e-09
78.078, -4.372e-09
80.08, -4.442e-09
82.082, -4.514e-09
84.084, -4.584e-09
86.086, -4.648e-09
88.088, -4.715e-09
90.09, -4.784e-09
92.092, -4.856e-09
94.094, -4.927e-09
96.096, -4.998e-09
98.098, -5.065e-09
100.1, -5.137e-09
102.1, -5.212e-09
104.1, -5.281e-09
106.11, -5.358e-09
108.11, -5.429e-09
110.11, -5.498e-09
112.11, -5.565e-09
114.11, -5.63e-09
116.12, -5.695e-09
118.12, -5.76e-09
120.12, -5.83e-09
122.12, -5.899e-09
124.12, -5.968e-09
126.13, -6.036e-09
128.13, -6.102e-09
130.13, -6.17e-09
132.13, -6.235e-09
134.13, -6.299e-09
136.14, -6.363e-09
138.14, -6.43e-09
140.14, -6.496e-09
142.14, -6.567e-09
144.14, -6.63e-09
146.15, -6.695e-09
148.15, -6.763e-09
150.15, -6.832e-09
152.15, -6.903e-09
154.15, -6.97e-09
156.16, -7.04e-09
158.16, -7.107e-09
160.16, -7.175e-09
162.16, -7.24e-09
164.16, -7.311e-09
166.17, -7.384e-09
168.17, -7.455e-09
170.17, -7.526e-09
172.17, -7.599e-09
174.17, -7.672e-09
176.18, -7.745e-09
178.18, -7.816e-09
180.18, -7.889e-09
182.18, -7.962e-09
184.18, -8.041e-09
186.19, -8.117e-09
188.19, -8.192e-09
190.19, -8.266e-09
192.19, -8.341e-09
194.19, -8.416e-09
196.2, -8.487e-09
198.2, -8.563e-09
200.2, -8.646e-09
202.2, -8.723e-09
204.2, -8.798e-09
206.21, -8.872e-09
208.21, -8.943e-09
210.21, -9.02e-09
212.21, -9.097e-09
214.21, -9.177e-09
216.22, -9.251e-09
218.22, -9.318e-09
220.22, -9.387e-09
222.22, -9.45e-09
224.22, -9.52e-09
226.23, -9.587e-09
228.23, -9.652e-09
230.23, -9.723e-09
232.23, -9.794e-09
234.23, -9.87e-09
236.24, -9.938e-09
238.24, -1.0004e-08
240.24, -1.0077e-08
242.24, -1.0147e-08
244.24, -1.0215e-08
246.25, -1.0284e-08
248.25, -1.0355e-08
250.25, -1.0424e-08
252.25, -1.0502e-08
254.25, -1.0577e-08
256.26, -1.065e-08
258.26, -1.0718e-08
260.26, -1.0791e-08
262.26, -1.0863e-08
264.26, -1.0931e-08
266.27, -1.1005e-08
268.27, -1.1076e-08
270.27, -1.1146e-08
272.27, -1.1212e-08
274.27, -1.128e-08
276.28, -1.1347e-08
278.28, -1.1419e-08
280.28, -1.1494e-08
282.28, -1.1561e-08
284.28, -1.1629e-08
286.29, -1.1694e-08
288.29, -1.177e-08
290.29, -1.1847e-08
292.29, -1.1917e-08
294.29, -1.1987e-08
296.3, -1.2052e-08
298.3, -1.2119e-08
