Time sep (ms?), Charge (C)
0.0, -2.171e-09
2.002, -2.252e-09
4.004, -2.335e-09
6.006, -2.417e-09
8.008, -2.496e-09
10.01, -2.577e-09
12.012, -2.66e-09
14.014, -2.737e-09
16.016, -2.819e-09
18.018, -2.902e-09
20.02, -2.982e-09
22.022, -3.06e-09
24.024, -3.14e-09
26.026, -3.218e-09
28.028, -3.297e-09
30.03, -3.379e-09
32.032, -3.462e-09
34.034, -3.544e-09
36.036, -3.624e-09
38.038, -3.703e-09
40.04, -3.78e-09
42.042, -3.858e-09
44.044, -3.936e-09
46.046, -4.014e-09
48.048, -4.094e-09
50.05, -4.176e-09
52.052, -4.263e-09
54.054, -4.343e-09
56.056, -4.419e-09
58.058, -4.497e-09
60.06, -4.575e-09
62.062, -4.652e-09
64.064, -4.735e-09
66.066, -4.812e-09
68.068, -4.893e-09
70.07, -4.974e-09
72.072, -5.055e-09
74.074, -5.139e-09
76.076, -5.217e-09
78.078, -5.303e-09
80.08, -5.385e-09
82.082, -5.465e-09
84.084, -5.541e-09
86.086, -5.624e-09
88.088, -5.702e-09
90.09, -5.781e-09
92.092, -5.862e-09
94.094, -5.942e-09
96.096, -6.024e-09
98.098, -6.107e-09
100.1, -6.19e-09
102.1, -6.274e-09
104.1, -6.355e-09
106.11, -6.435e-09
108.11, -6.514e-09
110.11, -6.591e-09
112.11, -6.667e-09
114.11, -6.743e-09
116.12, -6.826e-09
118.12, -6.906e-09
120.12, -6.987e-09
122.12, -7.072e-09
124.12, -7.156e-09
126.13, -7.235e-09
128.13, -7.316e-09
130.13, -7.405e-09
132.13, -7.49e-09
134.13, -7.57e-09
136.14, -7.649e-09
138.14, -7.728e-09
140.14, -7.809e-09
142.14, -7.888e-09
144.14, -7.973e-09
146.15, -8.059e-09
148.15, -8.144e-09
150.15, -8.225e-09
152.15, -8.311e-09
154.15, -8.395e-09
156.16, -8.476e-09
158.16, -8.56e-09
160.16, -8.647e-09
162.16, -8.743e-09
164.16, -8.839e-09
166.17, -8.925e-09
168.17, -9.013e-09
170.17, -9.102e-09
172.17, -9.183e-09
174.17, -9.273e-09
176.18, -9.358e-09
178.18, -9.442e-09
180.18, -9.532e-09
182.18, -9.622e-09
184.18, -9.713e-09
186.19, -9.803e-09
188.19, -9.892e-09
190.19, -9.984e-09
192.19, -1.0076e-08
194.19, -1.0164e-08
196.2, -1.0246e-08
198.2, -1.0326e-08
200.2, -1.0412e-08
202.2, -1.0498e-08
204.2, -1.0581e-08
206.21, -1.0664e-08
208.21, -1.075e-08
210.21, -1.0832e-08
212.21, -1.0921e-08
214.21, -1.1011e-08
216.22, -1.1099e-08
218.22, -1.1181e-08
220.22, -1.1265e-08
222.22, -1.1344e-08
224.22, -1.1421e-08
226.23, -1.15e-08
228.23, -1.1581e-08
230.23, -1.1666e-08
232.23, -1.1746e-08
234.23, -1.1828e-08
236.24, -1.1908e-08
238.24, -1.1992e-08
240.24, -1.2074e-08
242.24, -1.2154e-08
244.24, -1.2232e-08
246.25, -1.2311e-08
248.25, -1.2388e-08
250.25, -1.2469e-08
252.25, -1.2549e-08
254.25, -1.2631e-08
256.26, -1.2711e-08
258.26, -1.2793e-08
260.26, -1.2879e-08
262.26, -1.2967e-08
264.26, -1.3056e-08
266.27, -1.314e-08
268.27, -1.3217e-08
270.27, -1.3296e-08
272.27, -1.3378e-08
274.27, -1.3462e-08
276.28, -1.3545e-08
278.28, -1.3626e-08
280.28, -1.3706e-08
282.28, -1.3792e-08
284.28, -1.3874e-08
286.29, -1.3954e-08
288.29, -1.4036e-08
290.29, -1.4115e-08
292.29, -1.4188e-08
294.29, -1.4265e-08
296.3, -1.4345e-08
298.3, -1.4425e-08
300.3, -1.4507e-08
302.3, -1.4583e-08
304.3, -1.4667e-08
306.31, -1.4751e-08
308.31, -1.4831e-08
310.31, -1.4913e-08
312.31, -1.4997e-08
314.31, -1.508e-08
316.32, -1.5156e-08
318.32, -1.5236e-08
320.32, -1.5314e-08
322.32, -1.5393e-08
324.32, -1.5472e-08
326.33, -1.5553e-08
328.33, -1.5635e-08
330.33, -1.5718e-08
332.33, -1.5801e-08
334.33, -1.5882e-08
336.34, -1.5962e-08
338.34, -1.6038e-08
340.34, -1.6113e-08
342.34, -1.618e-08
344.34, -1.6255e-08
346.35, -1.6329e-08
348.35, -1.6407e-08
350.35, -1.6491e-08
352.35, -1.6575e-08
354.35, -1.6658e-08
356.36, -1.6737e-08
358.36, -1.6816e-08
360.36, -1.6893e-08
362.36, -1.6972e-08
364.36, -1.7045e-08
366.37, -1.712e-08
368.37, -1.7194e-08
370.37, -1.7273e-08
372.37, -1.735e-08
374.37, -1.7432e-08
376.38, -1.7506e-08
378.38, -1.7583e-08
380.38, -1.7661e-08
382.38, -1.7736e-08
384.38, -1.7813e-08
386.39, -1.7881e-08
388.39, -1.795e-08
390.39, -1.8021e-08
392.39, -1.8099e-08
394.39, -1.8176e-08
396.4, -1.825e-08
398.4, -1.8323e-08
400.4, -1.8393e-08
402.4, -1.8467e-08
404.4, -1.8544e-08
406.41, -1.8621e-08
408.41, -1.8697e-08
410.41, -1.8767e-08
412.41, -1.8839e-08
414.41, -1.8916e-08
416.42, -1.8996e-08
418.42, -1.9073e-08
420.42, -1.9153e-08
422.42, -1.9234e-08
424.42, -1.9311e-08
426.43, -1.9391e-08
428.43, -1.9465e-08
430.43, -1.9542e-08
432.43, -1.9618e-08
434.43, -1.9688e-08
436.44, -1.9765e-08
438.44, -1.9843e-08
440.44, -1.9925e-08
442.44, -2.0005e-08
444.44, -2.0086e-08
446.45, -2.0166e-08
448.45, -2.0246e-08
450.45, -2.0319e-08
452.45, -2.0392e-08
454.45, -2.047e-08
456.46, -2.055e-08
458.46, -2.0631e-08
460.46, -2.0713e-08
462.46, -2.0791e-08
464.46, -2.0873e-08
466.47, -2.095e-08
468.47, -2.1028e-08
470.47, -2.1109e-08
472.47, -2.1185e-08
474.47, -2.1263e-08
476.48, -2.134e-08
478.48, -2.1412e-08
480.48, -2.1483e-08
482.48, -2.1552e-08
484.48, -2.1623e-08
486.49, -2.1697e-08
488.49, -2.1773e-08
490.49, -2.1851e-08
492.49, -2.1929e-08
494.49, -2.2005e-08
496.5, -2.2081e-08
498.5, -2.2159e-08
500.5, -2.224e-08
502.5, -2.2318e-08
504.5, -2.2399e-08
506.51, -2.2478e-08
508.51, -2.2559e-08
510.51, -2.2643e-08
512.51, -2.2723e-08
514.51, -2.2802e-08
516.52, -2.2879e-08
518.52, -2.2954e-08
520.52, -2.3029e-08
522.52, -2.3104e-08
524.52, -2.3184e-08
526.53, -2.3264e-08
528.53, -2.3342e-08
530.53, -2.3423e-08
532.53, -2.3501e-08
534.53, -2.3578e-08
536.54, -2.3654e-08
538.54, -2.3735e-08
540.54, -2.3814e-08
542.54, -2.3894e-08
544.54, -2.3978e-08
546.55, -2.4059e-08
548.55, -2.414e-08
550.55, -2.4215e-08
552.55, -2.4289e-08
554.55, -2.4362e-08
556.56, -2.4434e-08
558.56, -2.4511e-08
560.56, -2.4589e-08
562.56, -2.4667e-08
564.56, -2.4748e-08
566.57, -2.4829e-08
568.57, -2.4908e-08
570.57, -2.4984e-08
572.57, -2.506e-08
574.57, -2.5137e-08
576.58, -2.5213e-08
578.58, -2.5292e-08
580.58, -2.5373e-08
582.58, -2.5456e-08
584.58, -2.5538e-08
586.59, -2.5616e-08
588.59, -2.5694e-08
590.59, -2.5774e-08
592.59, -2.5858e-08
594.59, -2.5937e-08
596.6, -2.6011e-08
598.6, -2.6086e-08
600.6, -2.6162e-08
602.6, -2.6237e-08
604.6, -2.6308e-08
606.61, -2.6384e-08
608.61, -2.6454e-08
610.61, -2.6528e-08
612.61, -2.6608e-08
614.61, -2.6684e-08
616.62, -2.676e-08
618.62, -2.6834e-08
620.62, -2.6915e-08
622.62, -2.6994e-08
624.62, -2.7071e-08
626.63, -2.7144e-08
628.63, -2.7224e-08
630.63, -2.7304e-08
632.63, -2.7382e-08
634.63, -2.7465e-08
636.64, -2.7545e-08
638.64, -2.7623e-08
640.64, -2.7699e-08
642.64, -2.7773e-08
644.64, -2.7844e-08
646.65, -2.7915e-08
648.65, -2.7986e-08
650.65, -2.8059e-08
652.65, -2.8135e-08
654.65, -2.8213e-08
656.66, -2.8291e-08
658.66, -2.8371e-08
660.66, -2.8446e-08
662.66, -2.8526e-08
664.66, -2.8604e-08
666.67, -2.8682e-08
668.67, -2.8763e-08
670.67, -2.8844e-08
672.67, -2.8924e-08
674.67, -2.9006e-08
676.68, -2.9089e-08
678.68, -2.9179e-08
680.68, -2.9263e-08
682.68, -2.9347e-08
684.68, -2.9429e-08
686.69, -2.9517e-08
688.69, -2.9605e-08
690.69, -2.9691e-08
692.69, -2.9777e-08
694.69, -2.9865e-08
696.7, -2.9956e-08
698.7, -3.004e-08
700.7, -3.0124e-08
702.7, -3.0214e-08
704.7, -3.0297e-08
706.71, -3.0381e-08
708.71, -3.0469e-08
710.71, -3.0559e-08
712.71, -3.0648e-08
714.71, -3.0731e-08
716.72, -3.0816e-08
718.72, -3.0901e-08
720.72, -3.0981e-08
722.72, -3.1065e-08
724.72, -3.1148e-08
726.73, -3.1238e-08
728.73, -3.1332e-08
730.73, -3.1419e-08
732.73, -3.1498e-08
734.73, -3.1578e-08
736.74, -3.166e-08
738.74, -3.1741e-08
740.74, -3.1824e-08
