Wavelength(nm), SC photons / PD electrons
350.0, 20.222381502069247
356.0, 18.6308233201824
362.0, 18.106111496882438
364.0, 18.852132113280778
368.0, 19.907251292212283
370.0, 20.39208882277924
376.0, 19.16991849226783
378.0, 18.34602176018378
386.0, 18.32516795823454
388.0, 17.40089351289604
390.0, 18.82168174307841
392.0, 19.51045625666864
394.0, 18.581657548214242
396.0, 17.222999824664992
398.0, 17.955932867278865
400.0, 18.119346613619758
402.0, 18.512752073775626
404.0, 18.1994719350943
406.0, 18.863243776624543
410.0, 19.253241988393288
414.0, 18.526084951293647
418.0, 16.662002450186556
424.0, 14.182347331592135
428.0, 17.572123819841654
432.0, 12.784219478564491
434.0, 12.47544565816418
438.0, 11.963931824056926
440.0, 11.165659390038224
442.0, 8.82265369269031
444.0, 10.180783665070942
450.0, 9.906631617265006
452.0, 9.68084219717294
454.0, 9.499666302589443
458.0, 9.142417510727439
460.0, 9.277151635264635
462.0, 9.32063242812746
464.0, 9.40167186439418
466.0, 9.410733565661253
476.0, 9.172156101035087
480.0, 9.473693291639277
482.0, 9.494115900550218
486.0, 9.56675329174517
490.0, 10.812869571710275
492.0, 10.654882553544647
496.0, 11.937615044053624
502.0, 10.685782788498406
504.0, 9.523674307691556
506.0, 9.756662423007446
512.0, 7.257374741785658
