Time sep (ms?), Charge (C)
0.0, 1.63e-10
2.002, 9.1e-11
4.004, 2.3e-11
6.006, -4.6e-11
8.008, -1.17e-10
10.01, -1.92e-10
12.012, -2.61e-10
14.014, -3.26e-10
16.016, -3.87e-10
18.018, -4.52e-10
20.02, -5.21e-10
22.022, -5.9e-10
24.024, -6.54e-10
26.026, -7.17e-10
28.028, -7.85e-10
30.03, -8.5e-10
32.032, -9.15e-10
34.034, -9.8e-10
36.036, -1.044e-09
38.038, -1.107e-09
40.04, -1.172e-09
42.042, -1.239e-09
44.044, -1.303e-09
46.046, -1.365e-09
48.048, -1.429e-09
50.05, -1.493e-09
52.052, -1.555e-09
54.054, -1.621e-09
56.056, -1.684e-09
58.058, -1.742e-09
60.06, -1.801e-09
62.062, -1.864e-09
64.064, -1.926e-09
66.066, -1.992e-09
68.068, -2.058e-09
70.07, -2.124e-09
72.072, -2.187e-09
74.074, -2.248e-09
76.076, -2.312e-09
78.078, -2.382e-09
80.08, -2.452e-09
82.082, -2.517e-09
84.084, -2.579e-09
86.086, -2.642e-09
88.088, -2.712e-09
90.09, -2.779e-09
92.092, -2.85e-09
94.094, -2.917e-09
96.096, -2.985e-09
98.098, -3.055e-09
100.1, -3.121e-09
102.1, -3.191e-09
104.1, -3.26e-09
106.11, -3.326e-09
108.11, -3.389e-09
110.11, -3.453e-09
112.11, -3.515e-09
114.11, -3.575e-09
116.12, -3.643e-09
118.12, -3.709e-09
120.12, -3.772e-09
122.12, -3.833e-09
124.12, -3.889e-09
126.13, -3.947e-09
128.13, -4.011e-09
130.13, -4.075e-09
132.13, -4.137e-09
134.13, -4.196e-09
136.14, -4.258e-09
138.14, -4.322e-09
140.14, -4.393e-09
142.14, -4.459e-09
144.14, -4.522e-09
146.15, -4.586e-09
148.15, -4.651e-09
150.15, -4.722e-09
152.15, -4.791e-09
154.15, -4.856e-09
156.16, -4.921e-09
158.16, -4.988e-09
160.16, -5.058e-09
162.16, -5.127e-09
164.16, -5.199e-09
166.17, -5.265e-09
168.17, -5.33e-09
170.17, -5.394e-09
172.17, -5.459e-09
174.17, -5.521e-09
176.18, -5.579e-09
178.18, -5.639e-09
180.18, -5.701e-09
182.18, -5.764e-09
184.18, -5.824e-09
186.19, -5.884e-09
188.19, -5.946e-09
190.19, -6.007e-09
192.19, -6.074e-09
194.19, -6.141e-09
196.2, -6.207e-09
198.2, -6.274e-09
200.2, -6.341e-09
202.2, -6.409e-09
204.2, -6.47e-09
206.21, -6.532e-09
208.21, -6.597e-09
210.21, -6.659e-09
212.21, -6.722e-09
214.21, -6.79e-09
216.22, -6.852e-09
218.22, -6.919e-09
220.22, -6.981e-09
222.22, -7.047e-09
224.22, -7.108e-09
226.23, -7.174e-09
228.23, -7.243e-09
230.23, -7.308e-09
232.23, -7.375e-09
234.23, -7.44e-09
236.24, -7.506e-09
238.24, -7.578e-09
240.24, -7.649e-09
242.24, -7.718e-09
244.24, -7.785e-09
246.25, -7.847e-09
248.25, -7.915e-09
250.25, -7.979e-09
252.25, -8.044e-09
254.25, -8.109e-09
256.26, -8.171e-09
258.26, -8.238e-09
260.26, -8.304e-09
262.26, -8.369e-09
264.26, -8.43e-09
266.27, -8.491e-09
268.27, -8.554e-09
270.27, -8.618e-09
272.27, -8.686e-09
274.27, -8.748e-09
276.28, -8.812e-09
278.28, -8.882e-09
280.28, -8.95e-09
282.28, -9.015e-09
284.28, -9.079e-09
286.29, -9.14e-09
288.29, -9.2e-09
290.29, -9.267e-09
292.29, -9.331e-09
294.29, -9.395e-09
296.3, -9.459e-09
298.3, -9.522e-09
300.3, -9.584e-09
302.3, -9.645e-09
304.3, -9.707e-09
306.31, -9.768e-09
308.31, -9.834e-09
310.31, -9.903e-09
312.31, -9.976e-09
314.31, -1.005e-08
316.32, -1.0121e-08
318.32, -1.0185e-08
320.32, -1.0252e-08
322.32, -1.0321e-08
324.32, -1.0392e-08
326.33, -1.0463e-08
328.33, -1.0532e-08
330.33, -1.0602e-08
332.33, -1.0672e-08
334.33, -1.0746e-08
336.34, -1.0814e-08
338.34, -1.0883e-08
340.34, -1.0957e-08
342.34, -1.1025e-08
344.34, -1.1095e-08
346.35, -1.1162e-08
348.35, -1.1232e-08
350.35, -1.13e-08
352.35, -1.1365e-08
354.35, -1.1432e-08
356.36, -1.15e-08
358.36, -1.1568e-08
360.36, -1.164e-08
362.36, -1.171e-08
364.36, -1.1781e-08
366.37, -1.1847e-08
368.37, -1.1914e-08
370.37, -1.1983e-08
372.37, -1.2054e-08
374.37, -1.2124e-08
376.38, -1.2194e-08
378.38, -1.2268e-08
380.38, -1.234e-08
382.38, -1.2415e-08
384.38, -1.2484e-08
386.39, -1.2551e-08
388.39, -1.2615e-08
390.39, -1.2677e-08
392.39, -1.2744e-08
394.39, -1.2804e-08
396.4, -1.2865e-08
398.4, -1.2922e-08
400.4, -1.298e-08
402.4, -1.3042e-08
404.4, -1.31e-08
406.41, -1.3158e-08
408.41, -1.3222e-08
410.41, -1.3286e-08
412.41, -1.3347e-08
414.41, -1.3411e-08
416.42, -1.3473e-08
418.42, -1.354e-08
420.42, -1.3603e-08
422.42, -1.3668e-08
424.42, -1.3737e-08
426.43, -1.3807e-08
428.43, -1.3871e-08
430.43, -1.3936e-08
432.43, -1.4003e-08
434.43, -1.4072e-08
436.44, -1.4136e-08
438.44, -1.4204e-08
440.44, -1.4276e-08
442.44, -1.4344e-08
444.44, -1.4411e-08
446.45, -1.4483e-08
448.45, -1.4554e-08
450.45, -1.4626e-08
452.45, -1.4696e-08
454.45, -1.477e-08
456.46, -1.4843e-08
458.46, -1.4919e-08
460.46, -1.4989e-08
462.46, -1.5064e-08
464.46, -1.5137e-08
466.47, -1.5206e-08
468.47, -1.5278e-08
470.47, -1.5349e-08
472.47, -1.5419e-08
474.47, -1.5494e-08
476.48, -1.5568e-08
478.48, -1.5643e-08
480.48, -1.5717e-08
482.48, -1.5789e-08
484.48, -1.5864e-08
486.49, -1.593e-08
488.49, -1.6004e-08
490.49, -1.608e-08
492.49, -1.6153e-08
494.49, -1.6224e-08
496.5, -1.6298e-08
498.5, -1.6367e-08
500.5, -1.6437e-08
502.5, -1.651e-08
504.5, -1.6578e-08
506.51, -1.6645e-08
508.51, -1.6713e-08
510.51, -1.6788e-08
512.51, -1.6858e-08
514.51, -1.6928e-08
516.52, -1.6999e-08
518.52, -1.7066e-08
520.52, -1.7128e-08
522.52, -1.7194e-08
524.52, -1.7257e-08
526.53, -1.732e-08
528.53, -1.7385e-08
530.53, -1.7449e-08
532.53, -1.7517e-08
534.53, -1.7586e-08
536.54, -1.7653e-08
538.54, -1.7718e-08
540.54, -1.7783e-08
542.54, -1.785e-08
544.54, -1.7916e-08
546.55, -1.798e-08
548.55, -1.8049e-08
550.55, -1.8119e-08
552.55, -1.8186e-08
554.55, -1.8259e-08
556.56, -1.8328e-08
558.56, -1.8396e-08
560.56, -1.8467e-08
562.56, -1.854e-08
564.56, -1.8612e-08
566.57, -1.8682e-08
568.57, -1.8754e-08
570.57, -1.8819e-08
572.57, -1.8882e-08
574.57, -1.8946e-08
576.58, -1.9015e-08
578.58, -1.9079e-08
580.58, -1.9146e-08
582.58, -1.9213e-08
