Burst starts (s), Burst ends(A)
1625880342.7524874, 1625880344.765374
1625880344.784831, 1625880346.7924292
1625880346.8370664, 1625880348.8464255
1625880348.8785641, 1625880350.937969
1625880350.954745, 1625880352.9632647
