Time sep (ms?), Charge (C)
0.0, 1.22e-10
2.002, 6.4e-11
4.004, 4e-12
6.006, -5.1e-11
8.008, -1.09e-10
10.01, -1.7e-10
12.012, -2.32e-10
14.014, -2.92e-10
16.016, -3.53e-10
18.018, -4.1e-10
20.02, -4.66e-10
22.022, -5.27e-10
24.024, -5.87e-10
26.026, -6.43e-10
28.028, -7.06e-10
30.03, -7.7e-10
32.032, -8.32e-10
34.034, -8.94e-10
36.036, -9.53e-10
38.038, -1.012e-09
40.04, -1.074e-09
42.042, -1.137e-09
44.044, -1.201e-09
46.046, -1.265e-09
48.048, -1.331e-09
50.05, -1.392e-09
52.052, -1.456e-09
54.054, -1.523e-09
56.056, -1.59e-09
58.058, -1.654e-09
60.06, -1.717e-09
62.062, -1.78e-09
64.064, -1.844e-09
66.066, -1.906e-09
68.068, -1.963e-09
70.07, -2.019e-09
72.072, -2.078e-09
74.074, -2.141e-09
76.076, -2.203e-09
78.078, -2.267e-09
80.08, -2.329e-09
82.082, -2.389e-09
84.084, -2.458e-09
86.086, -2.525e-09
88.088, -2.592e-09
90.09, -2.654e-09
92.092, -2.72e-09
94.094, -2.785e-09
96.096, -2.843e-09
98.098, -2.91e-09
100.1, -2.973e-09
102.1, -3.043e-09
104.1, -3.111e-09
106.11, -3.173e-09
108.11, -3.235e-09
110.11, -3.302e-09
112.11, -3.367e-09
114.11, -3.434e-09
116.12, -3.503e-09
118.12, -3.569e-09
120.12, -3.634e-09
122.12, -3.7e-09
124.12, -3.762e-09
126.13, -3.825e-09
128.13, -3.889e-09
130.13, -3.956e-09
132.13, -4.016e-09
134.13, -4.076e-09
136.14, -4.133e-09
138.14, -4.195e-09
140.14, -4.256e-09
142.14, -4.321e-09
144.14, -4.384e-09
146.15, -4.448e-09
148.15, -4.511e-09
150.15, -4.579e-09
152.15, -4.646e-09
154.15, -4.716e-09
156.16, -4.786e-09
158.16, -4.854e-09
160.16, -4.92e-09
162.16, -4.982e-09
164.16, -5.041e-09
166.17, -5.098e-09
168.17, -5.154e-09
170.17, -5.211e-09
172.17, -5.274e-09
174.17, -5.339e-09
