Time sep (s?), Charge (C)
1.976563, 3.492083e-11
2.107422, 4.320546e-11
2.239258, 3.9003e-11
2.368164, 4.296512e-11
2.499023, 3.696193e-11
2.630859, 4.476622e-11
2.760742, 3.9123e-11
2.895508, 3.900294e-11
3.024414, 3.900295e-11
3.158203, 4.392578e-11
3.289063, 4.500618e-11
3.421875, 3.900311e-11
3.555664, 3.876285e-11
3.689453, 4.008351e-11
3.821289, 4.41657e-11
3.954102, 4.008359e-11
4.084961, 3.52809e-11
4.22168, 3.51609e-11
4.352539, 4.560667e-11
4.481445, 4.356531e-11
4.615234, 4.536638e-11
4.744141, 3.852283e-11
4.875977, 4.164428e-11
5.012695, 3.636147e-11
5.145508, 4.536655e-11
5.277344, 3.74422e-11
5.40918, 4.092384e-11
5.539063, 4.248495e-11
5.669922, 3.564115e-11
5.804688, 3.46805e-11
5.936523, 4.608689e-11
6.070313, 3.96034e-11
6.201172, 3.900292e-11
6.332031, 4.068389e-11
6.462891, 3.768235e-11
6.59375, 4.488622e-11
6.75, 4.524643e-11
6.890625, 4.140444e-11
7.023438, 3.624141e-11
7.158203, 3.972326e-11
7.291992, 4.572671e-11
7.419922, 4.020348e-11
7.55957, 3.720199e-11
7.696289, 3.732213e-11
7.835938, 4.548656e-11
7.96875, 3.648168e-11
8.100586, 3.94831e-11
8.234375, 4.404563e-11
8.363281, 3.648166e-11
8.498047, 3.504075e-11
8.632813, 3.984328e-11
8.763672, 3.8763e-11
8.894531, 3.744204e-11
9.026367, 4.548641e-11
9.160156, 4.056386e-11
9.294922, 3.828262e-11
9.427734, 4.176455e-11
9.574219, 3.444052e-11
9.702148, 4.260491e-11
9.837891, 4.308515e-11
9.966797, 3.37201e-11
10.09766, 4.536647e-11
10.23145, 4.128436e-11
10.36328, 3.744217e-11
10.49316, 4.296507e-11
10.62305, 4.128435e-11
10.75391, 4.428579e-11
10.88965, 4.260491e-11
11.02051, 3.86429e-11
11.15039, 4.128407e-11
11.30762, 3.948311e-11
11.43848, 4.008358e-11
11.57227, 3.852274e-11
11.70313, 3.540103e-11
11.84277, 3.996354e-11
11.97461, 3.684187e-11
12.10547, 4.14044e-11
12.23828, 3.588137e-11
12.36914, 4.272485e-11
12.49902, 4.104414e-11
12.62988, 3.732197e-11
12.76367, 4.440586e-11
12.89355, 3.720205e-11
13.02441, 4.212459e-11
13.15723, 4.296513e-11
13.28906, 4.152444e-11
13.41895, 4.224467e-11
