Burst starts (s), Burst ends(A)
1625901018.3785043, 1625901020.389652
1625901020.421118, 1625901022.427722
1625901022.472972, 1625901024.4847355
1625901024.5026038, 1625901026.5074215
1625901026.570147, 1625901028.5803542
