Time sep (s?), Charge (C)
1.972656, 4.332421e-11
2.103516, 3.672058e-11
2.235352, 3.912175e-11
2.371094, 3.912178e-11
2.5, 4.224374e-11
2.631836, 4.224352e-11
2.765625, 4.416484e-11
2.897461, 3.828138e-11
3.027344, -8.541762e-10
3.161133, -2.512417e-09
3.290039, -4.183037e-09
3.418945, -5.85101e-09
3.550781, -7.574458e-09
3.681641, -9.305078e-09
3.80957, -1.098599e-08
3.942383, -1.241168e-08
4.075195, -1.241051e-08
4.206055, -1.240858e-08
4.34082, -1.240665e-08
4.47168, -1.240932e-08
4.605469, -1.24033e-08
4.735352, -1.241003e-08
4.865234, -1.240498e-08
4.998047, -1.33913e-08
5.129883, -1.502188e-08
5.260742, -1.667681e-08
5.393555, -1.839109e-08
5.524414, -2.009792e-08
5.657227, -2.181853e-08
5.787109, -2.353039e-08
5.918945, -2.477775e-08
6.049805, -2.476999e-08
6.180664, -2.477495e-08
6.313477, -2.477698e-08
6.442383, -2.477667e-08
6.573242, -2.476948e-08
6.702148, -2.477481e-08
6.831055, -2.477615e-08
6.958984, -2.577105e-08
7.087891, -2.733094e-08
7.223633, -2.90079e-08
7.356445, -3.067573e-08
7.486328, -3.234267e-08
7.618164, -3.400682e-08
7.74707, -3.569422e-08
7.875, -3.6907e-08
8.005859, -3.690403e-08
8.135742, -3.690023e-08
8.266602, -3.690467e-08
8.398438, -3.690446e-08
8.529297, -3.690178e-08
8.660156, -3.690716e-08
8.791992, -3.689586e-08
8.921875, -3.802639e-08
9.052734, -3.960772e-08
9.183594, -4.126694e-08
9.325195, -4.30363e-08
9.458008, -4.474332e-08
9.587891, -4.642388e-08
9.720703, -4.810629e-08
9.851563, -4.904627e-08
9.985352, -4.904318e-08
10.11621, -4.904305e-08
10.24707, -4.90482e-08
10.37891, -4.903907e-08
10.50977, -4.904344e-08
10.64258, -4.903693e-08
10.77344, -4.904065e-08
10.9043, -5.053053e-08
11.03125, -5.214872e-08
11.16211, -5.380913e-08
11.29297, -5.548576e-08
11.4209, -5.715255e-08
11.55273, -5.887211e-08
11.68066, -6.054276e-08
11.82324, -6.139123e-08
11.95703, -6.13884e-08
12.08789, -6.138792e-08
12.21973, -6.139165e-08
12.35449, -6.138941e-08
12.51758, -6.138857e-08
12.64746, -6.138993e-08
12.77832, -6.139091e-08
