Time sep (s?), Charge (C)
1.972656, 3.732225e-11
2.105469, 4.044378e-11
2.238281, 4.524626e-11
2.383789, 4.476606e-11
2.526367, 4.164448e-11
2.654297, 4.752763e-11
2.786133, 3.828267e-11
2.922852, 4.356559e-11
3.055664, 3.888292e-11
3.19043, 3.984345e-11
3.323242, 4.344526e-11
3.456055, 3.996348e-11
3.592773, 3.864275e-11
3.732422, 4.068372e-11
3.864258, 4.008359e-11
4.009766, 3.984359e-11
4.148438, 4.536642e-11
4.279297, 3.82826e-11
4.410156, 4.392551e-11
4.541992, 4.40458e-11
4.673828, 3.636141e-11
4.807617, 4.404566e-11
4.938477, 4.020378e-11
5.068359, 4.176437e-11
5.199219, 3.852271e-11
5.333008, 4.308532e-11
5.464844, 4.404566e-11
5.604492, 4.308528e-11
5.736328, 3.972324e-11
5.869141, 4.740757e-11
6.00293, 3.588142e-11
6.135742, 3.972344e-11
6.267578, 3.912294e-11
6.40625, 3.948323e-11
6.537109, 4.368541e-11
6.669922, 4.260497e-11
6.800781, 3.684179e-11
6.932617, 4.800792e-11
7.06543, 3.888308e-11
7.197266, 3.912302e-11
7.329102, 4.404571e-11
7.459961, 3.660175e-11
7.589844, 4.36857e-11
7.720703, 3.972335e-11
7.854492, 3.972322e-11
7.986328, 4.272502e-11
8.116211, 3.936333e-11
8.249023, 3.804232e-11
8.382813, 4.764764e-11
8.515625, 4.524649e-11
8.651367, 4.512645e-11
8.782227, 3.960329e-11
8.912109, 4.356541e-11
9.042969, 4.176463e-11
9.174805, 4.044363e-11
9.306641, 4.200477e-11
9.4375, 3.936306e-11
9.56543, 4.296526e-11
9.698242, 3.600134e-11
9.833008, 3.672162e-11
9.961914, 3.828268e-11
10.0918, 4.452591e-11
10.22168, 4.284515e-11
10.35937, 3.936321e-11
10.48633, 4.584669e-11
10.61621, 3.732211e-11
10.74512, 4.128419e-11
10.87988, 3.924309e-11
11.01172, 4.224491e-11
11.1416, 4.608693e-11
11.27051, 3.984326e-11
11.41797, 3.768238e-11
11.54492, 3.780248e-11
11.67676, 3.864268e-11
11.80859, 4.416576e-11
11.94629, 3.912289e-11
12.08105, 3.996338e-11
12.21094, 4.380573e-11
12.34375, 3.636151e-11
12.47656, 4.668718e-11
12.60938, 3.768243e-11
12.74121, 3.888287e-11
12.87305, 4.272489e-11
13.00977, 3.888278e-11
13.14453, 4.020352e-11
13.27734, 4.056383e-11
13.41895, 3.756223e-11
