Time sep (s?), Charge (C)
1.975586, 4.020275e-11
2.108398, 4.236405e-11
2.239258, 3.756116e-11
2.370117, 3.648082e-11
2.500977, 3.948218e-11
2.636719, 3.551992e-11
2.768555, 3.660068e-11
2.900391, 3.323896e-11
3.030273, -7.727654e-10
3.160156, -2.774037e-09
3.291992, -4.876272e-09
3.438477, -7.224638e-09
3.56543, -9.406047e-09
3.699219, -1.159158e-08
3.829102, -1.375265e-08
3.959961, -1.562671e-08
4.088867, -1.562475e-08
4.21875, -1.562492e-08
4.347656, -1.562384e-08
4.479492, -1.563074e-08
4.610352, -1.562388e-08
4.741211, -1.56323e-08
4.870117, -1.562659e-08
5.001953, -1.598688e-08
5.143555, -1.808124e-08
5.274414, -2.010947e-08
5.40332, -2.213422e-08
5.53418, -2.422359e-08
5.666016, -2.634116e-08
5.797852, -2.844226e-08
5.926758, -3.05787e-08
6.0625, -3.091976e-08
6.203125, -3.091542e-08
6.333008, -3.092491e-08
6.466797, -3.092208e-08
6.597656, -3.092464e-08
6.728516, -3.091778e-08
6.860352, -3.091789e-08
6.991211, -3.128696e-08
7.12207, -3.324562e-08
7.254883, -3.531116e-08
7.384766, -3.735335e-08
7.513672, -3.946252e-08
7.651367, -4.166019e-08
7.78125, -4.377862e-08
7.910156, -4.590087e-08
8.041016, -4.631767e-08
8.169922, -4.631785e-08
8.299805, -4.631764e-08
8.429688, -4.631262e-08
8.55957, -4.631669e-08
8.69043, -4.63177e-08
8.819336, -4.630924e-08
8.950195, -4.631463e-08
9.082031, -4.776491e-08
9.213867, -4.985894e-08
9.345703, -5.193752e-08
9.476563, -5.407573e-08
9.607422, -5.621895e-08
9.737305, -5.839416e-08
9.867188, -6.058885e-08
9.999023, -6.191852e-08
10.13086, -6.192275e-08
10.2627, -6.192721e-08
10.39258, -6.192309e-08
10.52441, -6.192499e-08
10.65527, -6.192041e-08
10.78516, -6.192607e-08
10.91992, -6.19274e-08
11.05078, -6.257233e-08
11.18066, -6.45482e-08
11.30957, -6.661655e-08
11.44043, -6.872908e-08
11.57324, -7.092233e-08
11.7041, -7.31265e-08
11.83594, -7.532374e-08
11.96777, -7.754493e-08
12.09961, -7.76108e-08
12.22949, -7.76085e-08
12.3623, -7.760975e-08
12.49316, -7.760816e-08
12.625, -7.761057e-08
12.75586, -7.761401e-08
12.88574, -7.760472e-08
13.0166, -7.760919e-08
13.14746, -7.760421e-08
13.27832, -7.760494e-08
