Time sep (s?), Charge (C)
1.980469, 3.912185e-11
2.113281, 3.936215e-11
2.242188, 4.368459e-11
2.374023, 3.55199e-11
2.505859, 3.984216e-11
2.637695, 3.539979e-11
2.770508, 3.323859e-11
2.901367, 4.164335e-11
3.03125, -7.0305e-08
3.164063, -1.87705e-07
3.297852, -3.075731e-07
3.427734, -4.252321e-07
3.55957, -5.444498e-07
3.691406, -6.639032e-07
3.824219, -7.836815e-07
3.953125, -8.684435e-07
4.087891, -8.684078e-07
4.21582, -8.683859e-07
4.34668, -8.683725e-07
4.479492, -8.683485e-07
4.610352, -8.68336e-07
4.741211, -8.683291e-07
4.87793, -8.68324e-07
5.006836, -9.591881e-07
5.133789, -1.071693e-06
5.264648, -1.18796e-06
5.391602, -1.302752e-06
5.521484, -1.420953e-06
5.651367, -1.538962e-06
5.780273, -1.656937e-06
5.912109, -1.734038e-06
6.044922, -1.73399e-06
6.174805, -1.733959e-06
6.304688, -1.73393e-06
6.436523, -1.733919e-06
6.570313, -1.733903e-06
6.701172, -1.733881e-06
6.832031, -1.733872e-06
6.960938, -1.791612e-06
7.089844, -1.904467e-06
7.220703, -2.020716e-06
7.417969, -2.196092e-06
7.547852, -2.314896e-06
7.675781, -2.431865e-06
7.80957, -2.552688e-06
7.938477, -2.602125e-06
8.069336, -2.60204e-06
8.200195, -2.602098e-06
8.328125, -2.602038e-06
8.458008, -2.602062e-06
8.59082, -2.601991e-06
8.722656, -2.601995e-06
8.853516, -2.609483e-06
8.983398, -2.722328e-06
9.115234, -2.839827e-06
9.242188, -2.956654e-06
9.373047, -3.076989e-06
9.50293, -3.197326e-06
9.633789, -3.319335e-06
9.763672, -3.439448e-06
9.895508, -3.481601e-06
10.0293, -3.481503e-06
10.16016, -3.481492e-06
10.28906, -3.481449e-06
10.41992, -3.481482e-06
10.56543, -3.481453e-06
10.7041, -3.481367e-06
10.83496, -3.482294e-06
10.9668, -3.594052e-06
11.10156, -3.71404e-06
11.2334, -3.833356e-06
11.36426, -3.952905e-06
11.49805, -4.07564e-06
11.63086, -4.19813e-06
11.7666, -4.321952e-06
11.89355, -4.358327e-06
12.02539, -4.358276e-06
12.15723, -4.358203e-06
12.28809, -4.358223e-06
12.4209, -4.358106e-06
12.55566, -4.358144e-06
12.6875, -4.358144e-06
12.81836, -4.358076e-06
