Time sep (ms?), Charge (C)
0.0, -1.932e-09
2.002, -2e-09
4.004, -2.072e-09
6.006, -2.141e-09
8.008, -2.21e-09
10.01, -2.28e-09
12.012, -2.349e-09
14.014, -2.418e-09
16.016, -2.489e-09
18.018, -2.558e-09
20.02, -2.628e-09
22.022, -2.699e-09
24.024, -2.768e-09
26.026, -2.835e-09
28.028, -2.905e-09
30.03, -2.974e-09
32.032, -3.04e-09
34.034, -3.108e-09
36.036, -3.175e-09
38.038, -3.245e-09
40.04, -3.314e-09
42.042, -3.379e-09
44.044, -3.454e-09
46.046, -3.527e-09
48.048, -3.599e-09
50.05, -3.668e-09
52.052, -3.737e-09
54.054, -3.806e-09
56.056, -3.875e-09
58.058, -3.944e-09
60.06, -4.012e-09
62.062, -4.078e-09
64.064, -4.146e-09
66.066, -4.21e-09
68.068, -4.278e-09
70.07, -4.348e-09
72.072, -4.418e-09
74.074, -4.483e-09
76.076, -4.546e-09
78.078, -4.615e-09
80.08, -4.68e-09
82.082, -4.744e-09
84.084, -4.811e-09
86.086, -4.88e-09
88.088, -4.945e-09
90.09, -5.017e-09
92.092, -5.086e-09
94.094, -5.148e-09
96.096, -5.215e-09
98.098, -5.288e-09
100.1, -5.359e-09
102.1, -5.427e-09
104.1, -5.492e-09
106.11, -5.563e-09
108.11, -5.633e-09
110.11, -5.704e-09
112.11, -5.773e-09
114.11, -5.842e-09
116.12, -5.911e-09
118.12, -5.98e-09
120.12, -6.048e-09
122.12, -6.118e-09
124.12, -6.187e-09
126.13, -6.259e-09
128.13, -6.326e-09
130.13, -6.4e-09
132.13, -6.476e-09
134.13, -6.553e-09
136.14, -6.628e-09
138.14, -6.703e-09
140.14, -6.779e-09
142.14, -6.851e-09
144.14, -6.929e-09
146.15, -7.004e-09
148.15, -7.081e-09
150.15, -7.158e-09
152.15, -7.233e-09
154.15, -7.302e-09
156.16, -7.372e-09
158.16, -7.439e-09
160.16, -7.508e-09
162.16, -7.578e-09
164.16, -7.651e-09
