Time sep (ms?), Charge (C)
0.0, 9.1e-11
2.002, 2e-11
4.004, -5e-11
6.006, -1.17e-10
8.008, -1.84e-10
10.01, -2.56e-10
12.012, -3.26e-10
14.014, -3.95e-10
16.016, -4.71e-10
18.018, -5.46e-10
20.02, -6.22e-10
22.022, -7e-10
24.024, -7.76e-10
26.026, -8.54e-10
28.028, -9.34e-10
30.03, -1.009e-09
32.032, -1.083e-09
34.034, -1.159e-09
36.036, -1.228e-09
38.038, -1.301e-09
40.04, -1.376e-09
42.042, -1.449e-09
44.044, -1.521e-09
46.046, -1.591e-09
48.048, -1.66e-09
50.05, -1.729e-09
52.052, -1.796e-09
54.054, -1.865e-09
56.056, -1.941e-09
58.058, -2.019e-09
60.06, -2.092e-09
62.062, -2.17e-09
64.064, -2.243e-09
66.066, -2.315e-09
68.068, -2.388e-09
70.07, -2.461e-09
72.072, -2.532e-09
74.074, -2.607e-09
76.076, -2.686e-09
78.078, -2.766e-09
80.08, -2.843e-09
82.082, -2.916e-09
84.084, -2.988e-09
86.086, -3.056e-09
88.088, -3.122e-09
90.09, -3.187e-09
92.092, -3.257e-09
94.094, -3.333e-09
96.096, -3.407e-09
98.098, -3.485e-09
100.1, -3.564e-09
102.1, -3.647e-09
104.1, -3.717e-09
106.11, -3.79e-09
108.11, -3.866e-09
110.11, -3.943e-09
112.11, -4.018e-09
114.11, -4.1e-09
116.12, -4.18e-09
118.12, -4.255e-09
120.12, -4.333e-09
122.12, -4.413e-09
124.12, -4.488e-09
126.13, -4.567e-09
128.13, -4.644e-09
130.13, -4.722e-09
132.13, -4.792e-09
134.13, -4.87e-09
136.14, -4.951e-09
138.14, -5.031e-09
140.14, -5.113e-09
142.14, -5.195e-09
144.14, -5.278e-09
146.15, -5.36e-09
148.15, -5.438e-09
150.15, -5.508e-09
152.15, -5.58e-09
154.15, -5.656e-09
156.16, -5.739e-09
158.16, -5.821e-09
160.16, -5.9e-09
162.16, -5.981e-09
164.16, -6.055e-09
166.17, -6.131e-09
168.17, -6.206e-09
170.17, -6.282e-09
172.17, -6.36e-09
174.17, -6.434e-09
176.18, -6.509e-09
178.18, -6.582e-09
180.18, -6.654e-09
182.18, -6.726e-09
184.18, -6.8e-09
186.19, -6.876e-09
188.19, -6.955e-09
190.19, -7.028e-09
192.19, -7.099e-09
194.19, -7.168e-09
196.2, -7.234e-09
198.2, -7.303e-09
200.2, -7.374e-09
202.2, -7.446e-09
204.2, -7.512e-09
206.21, -7.581e-09
208.21, -7.654e-09
210.21, -7.72e-09
212.21, -7.794e-09
214.21, -7.868e-09
216.22, -7.947e-09
218.22, -8.027e-09
220.22, -8.107e-09
222.22, -8.18e-09
224.22, -8.254e-09
226.23, -8.326e-09
228.23, -8.402e-09
230.23, -8.48e-09
232.23, -8.553e-09
234.23, -8.624e-09
236.24, -8.699e-09
238.24, -8.769e-09
240.24, -8.837e-09
242.24, -8.907e-09
244.24, -8.973e-09
246.25, -9.041e-09
248.25, -9.11e-09
250.25, -9.18e-09
252.25, -9.254e-09
254.25, -9.325e-09
256.26, -9.394e-09
258.26, -9.465e-09
260.26, -9.536e-09
262.26, -9.606e-09
264.26, -9.674e-09
266.27, -9.739e-09
268.27, -9.807e-09
270.27, -9.88e-09
272.27, -9.951e-09
274.27, -1.0018e-08
