Wavelength(nm), SC photons / PD electrons
370.0, 19.81463860670058
375.0, 18.656922344360414
380.0, 19.33789672011425
385.0, 17.747080858622535
390.0, 18.931633863785986
395.0, 17.013801227083427
400.0, 17.42628634125369
405.0, 15.823206640708218
410.0, 17.29394654069513
415.0, 14.486860509728697
420.0, 15.036136754106437
425.0, 12.809772908790974
430.0, 11.81545012567014
455.0, 9.11496374402684
460.0, 9.891796762868648
465.0, 8.950708138995166
675.0, 5.13419946396455
680.0, 4.160120787170772
685.0, 4.152609415547713
690.0, 4.153940818453811
695.0, 3.7249449724308157
700.0, 3.8630756093762835
705.0, 3.840837181104497
710.0, 3.8345739471963345
715.0, 3.7760511136004715
720.0, 3.8207562045133803
725.0, 3.4731408166507682
730.0, 3.3039593504048907
735.0, 3.7727684906199834
740.0, 3.5971732979547206
745.0, 3.4693586567450176
750.0, 3.4931120152959796
755.0, 3.5297539401383533
760.0, 3.289400814163158
765.0, 3.459996971874959
770.0, 3.3881286391729555
775.0, 3.47577233013699
780.0, 3.4109361038967387
785.0, 3.3628469694228436
790.0, 3.271694363189727
795.0, 3.6581439143287287
800.0, 3.0595898441444667
805.0, 3.0748076221350535
810.0, 3.404577423470082
815.0, 3.2841734471203083
820.0, 3.322246074348466
825.0, 3.3017899927321666
830.0, 3.177163483861987
835.0, 3.52741102347336
840.0, 3.2728850510320324
845.0, 3.4528582437658937
850.0, 3.481230420061614
855.0, 4.051930414793281
860.0, 3.8396207440502876
865.0, 3.3587330718258435
870.0, 3.6945493273665098
875.0, 3.5443222956199776
880.0, 4.29399974933187
885.0, 3.626658052252563
890.0, 3.3420761540472945
900.0, 3.465771278311326
905.0, 3.6237438616556576
910.0, 3.5857027450872883
915.0, 3.572229449658258
920.0, 3.8198543731266534
925.0, 3.885768618902094
930.0, 3.5914538382511663
935.0, 3.538614288596464
940.0, 4.3994647991861395
945.0, 4.298855300643214
950.0, 4.338868015275832
955.0, 3.806411389825438
960.0, 4.330332860954359
965.0, 4.313313093466306
970.0, 4.49264285781644
975.0, 4.55978737670458
980.0, 4.975163783240396
985.0, 6.99146384743494
990.0, 4.873629704702097
995.0, 4.5127655059355565
1000.0, 5.641520638314135
1005.0, 5.885956491868542
1010.0, 5.85902599649877
