Wavelength(nm), SC photons / PD photons
370.0, 3.0542782436919618
375.0, 2.8988578693920672
380.0, 3.0285392910001874
385.0, 2.913023999341351
390.0, 3.250001673936229
395.0, 3.095201193312584
400.0, 3.348905396383661
405.0, 3.2190719564251187
410.0, 3.713085411565643
415.0, 3.2871897797486542
420.0, 3.595326457496196
425.0, 3.2305023705976588
430.0, 3.134266914708751
455.0, 2.9546682351526243
460.0, 3.3060192152187717
465.0, 3.089529774617108
675.0, 3.427795204083187
680.0, 2.7989151249981052
685.0, 2.814655527988057
690.0, 2.8363586535192207
695.0, 2.554957300221146
700.0, 2.6616509719868793
705.0, 2.6679351405692517
710.0, 2.6851557175847613
715.0, 2.6680782547444886
720.0, 2.7238520022776984
725.0, 2.4885688300360416
730.0, 2.3792716350933536
735.0, 2.7332829018954157
740.0, 2.6217135181411817
745.0, 2.5461134738671753
750.0, 2.5812205114968787
755.0, 2.6228079210532154
760.0, 2.4577347866939245
765.0, 2.593482308102778
770.0, 2.547724020385118
775.0, 2.627261056213952
780.0, 2.591631280157737
785.0, 2.5653102518678375
790.0, 2.505715685760735
795.0, 2.8153596840853585
800.0, 2.36613818621942
805.0, 2.389114260765813
810.0, 2.6577535526191904
815.0, 2.57295694312562
820.0, 2.612086913528156
825.0, 2.605025753279137
830.0, 2.5153804134031468
835.0, 2.796876415150556
840.0, 2.598962883534898
845.0, 2.7484130818185877
850.0, 2.7775859436464745
855.0, 3.237503246827331
860.0, 3.0721979599410725
865.0, 2.6959128065686566
870.0, 2.9747947049182453
875.0, 2.857593769250119
880.0, 3.466572598164529
885.0, 2.934110091158914
890.0, 2.709665331977542
900.0, 2.8121534748181607
905.0, 2.948864062244908
910.0, 2.9263485255720996
915.0, 2.9163579049319845
920.0, 3.119593008576135
925.0, 3.1693132504750925
930.0, 2.9254648585675196
935.0, 2.8857611411096418
940.0, 3.591939208074588
945.0, 3.5053501123632915
950.0, 3.5334891252731833
955.0, 3.100927697345267
960.0, 3.528951925780771
965.0, 3.5052327301957185
970.0, 3.6407072161700027
975.0, 3.68491972159572
980.0, 4.009470977776777
985.0, 5.588433409770993
990.0, 3.8635574931336474
995.0, 3.534417882762666
1000.0, 4.3646267108240115
1005.0, 4.46616542254355
1010.0, 4.358559816379828
