Wavelength(nm), SC charge (e-), PD charge (e-)
370.0, 2.127072936162597e-08
375.0, 2.354882859164364e-08
380.0, 2.160018958459228e-08
385.0, 2.0559581465062515e-08
390.0, 2.4764575069686774e-08
395.0, 2.368003591099693e-08
400.0, 2.435915389723657e-08
405.0, 3.067686644676304e-08
410.0, 3.69884183959127e-08
415.0, 4.118080938691792e-08
420.0, 3.797284393272181e-08
425.0, 3.1269028985825366e-08
430.0, 2.5876050996779944e-08
455.0, 1.7983645503621005e-08
460.0, 1.7238326149560796e-08
465.0, 1.7124332000231506e-08
675.0, 4.653749572848256e-09
680.0, 6.797242181950459e-09
685.0, 3.6026013555816803e-09
690.0, 5.167927287179762e-09
695.0, 5.2530383774939315e-09
700.0, 7.4292258337074676e-09
705.0, 8.842204478660912e-09
710.0, 8.802169451363505e-09
715.0, 7.545677759804859e-09
720.0, 7.933300111365627e-09
725.0, 9.056393704135953e-09
730.0, 8.56996284791422e-09
735.0, 1.0817101568560054e-08
740.0, 1.126038292677952e-08
745.0, 1.1553320121164105e-08
750.0, 1.1296617593489204e-08
755.0, 1.0734276564066261e-08
760.0, 1.0305374791923092e-08
765.0, 1.004308091422098e-08
770.0, 1.0347328870199762e-08
775.0, 9.948760075662394e-09
780.0, 9.245996856403526e-09
785.0, 9.173837921543409e-09
790.0, 9.553889034820266e-09
795.0, 1.0189049157114175e-08
800.0, 9.780575279915057e-09
805.0, 9.813990044763381e-09
810.0, 1.0770128411918681e-08
815.0, 1.0923691248513155e-08
820.0, 1.0695516778434975e-08
825.0, 1.0852239959024213e-08
830.0, 9.973121684025935e-09
835.0, 1.1972502744374858e-08
840.0, 9.9418171025265e-09
845.0, 8.804250881088947e-09
850.0, 9.645809280360996e-09
855.0, 1.2108137513451403e-08
860.0, 9.824388978171646e-09
865.0, 7.212396090559908e-09
870.0, 7.578062431031388e-09
875.0, 6.454279300254767e-09
880.0, 6.835030947911149e-09
885.0, 6.535572775349905e-09
890.0, 6.414032441539196e-09
895.0, 6.450171606025278e-09
900.0, 6.896550877542544e-09
905.0, 7.432747511990624e-09
910.0, 7.161655935532567e-09
915.0, 6.75178044847787e-09
920.0, 7.769047265598372e-09
925.0, 7.245198309533973e-09
930.0, 6.50688353459246e-09
935.0, 6.141994714928012e-09
940.0, 7.024460859914785e-09
945.0, 6.8406363518381655e-09
950.0, 6.034369872578186e-09
955.0, 5.303403189295804e-09
960.0, 5.028401168542456e-09
965.0, 4.535617601269027e-09
970.0, 5.242181685527747e-09
975.0, 3.672345682351282e-09
980.0, 3.608800637759771e-09
985.0, 3.1181328339543314e-09
990.0, 2.7004649542816195e-09
995.0, 2.424717817892132e-09
1000.0, 2.9533577139235474e-09
1005.0, 3.186023371757644e-09
1010.0, 2.926494228512905e-09
