Time sep (s?), Charge (C)
1.978516, 3.684247e-11
2.110352, 4.116459e-11
2.242188, 4.200513e-11
2.373047, 3.960395e-11
2.506836, 3.85232e-11
2.636719, 3.948381e-11
2.768555, 4.320563e-11
2.900391, 4.284563e-11
3.032227, 3.816314e-11
3.185547, 3.708246e-11
3.317383, 4.896889e-11
3.446289, 4.092445e-11
3.576172, 4.524692e-11
3.708984, 3.84032e-11
3.839844, 4.728798e-11
3.970703, 4.164488e-11
4.099609, 4.02042e-11
4.231445, 3.900361e-11
4.363281, 4.800834e-11
4.495117, 3.996408e-11
4.625, 4.668755e-11
4.757813, 4.47667e-11
4.889648, 3.840323e-11
5.017578, 4.04444e-11
5.147461, 4.644742e-11
5.280273, 4.404623e-11
5.411133, 3.744268e-11
5.541016, 4.080462e-11
5.670898, 4.248524e-11
5.802734, 4.368603e-11
5.93457, 4.140493e-11
6.06543, 4.740796e-11
6.197266, 4.02043e-11
6.330078, 4.092446e-11
6.461914, 4.764807e-11
6.594727, 4.464654e-11
6.727539, 3.876348e-11
6.858398, 4.572726e-11
6.987305, 4.248523e-11
7.119141, 4.308572e-11
7.25, 3.768288e-11
7.381836, 4.776822e-11
7.512695, 4.224528e-11
7.646484, 4.176491e-11
7.779297, 4.416626e-11
7.912109, 4.500684e-11
8.043945, 4.308557e-11
8.177734, 4.728795e-11
8.308594, 3.948387e-11
8.4375, 4.692772e-11
8.568359, 4.440649e-11
8.701172, 3.744264e-11
8.833008, 4.680767e-11
8.961914, 4.080442e-11
9.09375, 4.584719e-11
9.226563, 4.560713e-11
9.358398, 3.696237e-11
9.491211, 4.812839e-11
9.623047, 4.008422e-11
9.755859, 3.972395e-11
9.883789, 4.488672e-11
10.01562, 3.576176e-11
10.14551, 4.464673e-11
10.27637, 3.996393e-11
10.40527, 4.392621e-11
10.53613, 3.996399e-11
10.66895, 4.776829e-11
10.80078, 3.876342e-11
10.92969, 4.572707e-11
11.05957, 4.032431e-11
11.19043, 4.848865e-11
11.32227, 4.116474e-11
11.45215, 4.620732e-11
11.58594, 4.416636e-11
11.71582, 3.996393e-11
11.8457, 3.912368e-11
11.97461, 4.536691e-11
12.10547, 4.260556e-11
12.26758, 4.668751e-11
12.39844, 4.356604e-11
12.52832, 4.452639e-11
12.66016, 4.020429e-11
12.78809, 4.776813e-11
12.91992, 4.668767e-11
13.05078, 3.720255e-11
13.18066, 4.11648e-11
13.30957, 4.668753e-11
13.44141, 4.248544e-11
13.57227, 3.804294e-11
