Burst starts (s), Burst ends(A)
1626167943.132317, 1626167945.140577
1626167945.173575, 1626167947.1926336
1626167947.2616346, 1626167949.2855446
1626167949.3010805, 1626167951.3258567
1626167951.360445, 1626167953.3837376
