Time sep (s?), Charge (C)
1.990234, 4.512548e-11
2.120117, 3.960225e-11
2.251953, 4.47651e-11
2.383789, 4.09231e-11
2.516602, 3.371883e-11
2.647461, 3.708106e-11
2.779297, 3.636033e-11
2.914063, 3.744093e-11
3.050781, -4.144299e-11
3.179688, -2.253184e-09
3.30957, -4.690194e-09
3.441406, -7.213375e-09
3.572266, -9.807446e-09
3.702148, -1.22988e-08
3.832031, -1.487872e-08
3.962891, -1.744556e-08
4.091797, -1.843723e-08
4.222656, -1.844283e-08
4.353516, -1.843499e-08
4.485352, -1.844226e-08
4.616211, -1.843855e-08
4.746094, -1.843883e-08
4.876953, -1.843577e-08
5.005859, -1.844302e-08
5.134766, -2.036099e-08
5.265625, -2.27588e-08
5.397461, -2.527581e-08
5.527344, -2.784937e-08
5.65625, -3.039253e-08
5.787109, -3.300234e-08
5.917969, -3.566737e-08
6.047852, -3.720833e-08
6.177734, -3.72124e-08
6.30957, -3.720475e-08
6.439453, -3.720908e-08
6.572266, -3.720295e-08
6.702148, -3.72052e-08
6.833008, -3.720341e-08
6.964844, -3.721129e-08
7.09668, -3.8868e-08
7.227539, -4.135158e-08
7.358398, -4.390456e-08
7.489258, -4.651107e-08
7.617188, -4.908571e-08
7.751953, -5.181108e-08
7.895508, -5.476778e-08
8.026367, -5.636708e-08
8.15918, -5.636484e-08
8.291016, -5.636931e-08
8.422852, -5.636681e-08
8.554688, -5.636349e-08
8.689453, -5.636904e-08
8.821289, -5.636612e-08
8.959961, -5.636698e-08
9.09375, -5.811054e-08
9.228516, -6.068026e-08
9.358398, -6.326963e-08
9.490234, -6.592407e-08
9.620117, -6.861948e-08
9.75293, -7.137923e-08
9.884766, -7.410483e-08
10.0166, -7.574443e-08
10.14844, -7.574307e-08
10.2793, -7.574695e-08
10.41113, -7.573717e-08
10.54395, -7.574327e-08
10.67578, -7.57441e-08
10.80664, -7.573928e-08
10.93945, -7.574237e-08
11.07422, -7.751018e-08
11.20508, -8.008349e-08
11.33887, -8.273302e-08
11.47852, -8.556098e-08
11.60742, -8.818772e-08
11.73828, -9.08512e-08
11.87305, -9.362761e-08
12.00195, -9.501787e-08
12.13477, -9.502192e-08
12.2666, -9.501179e-08
12.39746, -9.50201e-08
12.52637, -9.501105e-08
12.65723, -9.501437e-08
12.78809, -9.501777e-08
12.92383, -9.50196e-08
13.05371, -9.50167e-08
13.18457, -9.5015e-08
13.31543, -9.501588e-08
13.44922, -9.501103e-08
13.58008, -9.501726e-08
