Time sep (s?), Charge (C)
1.989258, 3.852148e-11
2.139648, 3.660072e-11
2.276367, 3.299865e-11
2.40918, 2.747569e-11
2.541016, 2.65148e-11
2.677734, 1.654937e-11
2.811523, 1.606894e-11
2.945313, 2.01516e-11
3.177734, 7.784724e-12
3.3125, 5.503417e-12
3.445313, 4.302385e-12
3.578125, 1.060811e-12
3.708008, -5.783179e-12
3.84082, -7.398734e-13
3.973633, -9.144713e-12
4.107422, -1.082598e-11
4.239258, -1.274689e-11
4.370117, -1.442751e-11
4.501953, -1.995117e-11
4.633789, -2.247191e-11
4.765625, -2.775536e-11
4.896484, -2.295265e-11
5.02832, -2.607401e-11
5.160156, -3.567994e-11
5.291992, -3.615947e-11
5.424805, -3.880141e-11
5.556641, -3.712067e-11
5.68457, -4.648557e-11
5.817383, -4.204333e-11
5.949219, -4.984712e-11
6.081055, -5.128838e-11
6.210938, -5.16483e-11
6.342773, -6.017357e-11
6.473633, -5.741121e-11
6.605469, -5.99332e-11
6.735352, -6.053339e-11
6.867188, -6.461529e-11
7.943359, -8.178472e-11
8.075195, -7.842322e-11
8.205078, -8.802873e-11
8.336914, -8.730878e-11
8.46875, -9.151069e-11
8.599609, -9.523245e-11
8.731445, -8.814862e-11
8.863281, -9.787394e-11
8.994141, -1.005163e-10
9.125977, -9.955487e-11
9.257813, -1.072396e-10
9.389648, -9.967458e-11
9.525391, -1.013557e-10
9.668945, -1.096408e-10
9.800781, -1.107207e-10
9.932617, -1.092806e-10
10.0625, -1.184054e-10
10.19238, -1.130027e-10
10.32227, -1.182849e-10
10.4541, -1.140829e-10
10.58398, -1.227277e-10
10.71387, -1.245291e-10
10.84473, -1.29932e-10
10.97461, -1.275299e-10
11.10547, -1.311329e-10
11.23633, -1.219657e-09
11.36816, -2.616385e-09
11.49902, -4.058399e-09
11.63379, -5.530031e-09
11.76562, -7.023554e-09
11.89746, -8.297608e-09
12.03027, -8.295792e-09
12.16113, -8.298289e-09
12.29297, -8.29543e-09
12.4248, -8.303323e-09
12.55762, -8.305887e-09
12.68457, -8.302854e-09
12.81641, -8.307097e-09
12.94922, -8.306448e-09
13.08203, -8.311642e-09
