Wavelength(nm), SC charge (e-), PD charge (e-)
350.0, 1.976595276437848e-05, 1.4450418749999998e-09
370.0, 3.8909393351548256e-05, 2.439731166666672e-09
390.0, 4.2653400274725264e-05, 2.7963989999999997e-09
410.0, 5.8503913429602876e-05, 4.540143500000004e-09
430.0, 5.5185877326007315e-05, 5.0179483749999995e-09
450.0, 4.8479959130434784e-05, 5.143583750000005e-09
490.0, 1.875966848484848e-05, 2.2262128749999983e-09
510.0, 2.232013199630315e-05, 2.81942e-09
530.0, 2.0447053128491613e-05, 2.929759486111108e-09
550.0, 1.3324224372759853e-05, 2.018447083333332e-09
570.0, 1.2412899081632663e-05, 1.8884191931818163e-09
590.0, 1.2537087408759122e-05, 2.2068459999999984e-09
610.0, 1.4324977880434781e-05, 2.630820597222221e-09
630.0, 1.3680791666666663e-05, 2.656079013888884e-09
650.0, 1.3524047744916827e-05, 2.7238813749999995e-09
690.0, 0.0004168443820772058, 9.988741250000001e-08
710.0, 0.0010228830775970423, 2.603985666666668e-07
730.0, 0.0010338220044878957, 2.7330075000000007e-07
750.0, 0.0012018677122222216, 3.33664625e-07
770.0, 0.000999950935737052, 2.9263562222222233e-07
790.0, 0.0009832740559852671, 2.895282749999998e-07
810.0, 0.0011190879968022182, 3.3669925000000013e-07
830.0, 0.0011695452238615664, 3.588908750000001e-07
850.0, 0.0011136230397472923, 3.206839319444449e-07
870.0, 0.0008887929066023167, 2.649622e-07
890.0, 0.000854058746549165, 2.4592907500000007e-07
910.0, 0.0008773994927686701, 2.4830080555555576e-07
950.0, 0.0006764299619529838, 1.826539374999999e-07
970.0, 0.0005051670559712229, 1.320048444444444e-07
990.0, 0.00031862507673952647, 8.155122222222208e-08
1010.0, 0.0003732121823134328, 8.857615555555557e-08
1030.0, 0.00041392401704918035, 8.518834999999998e-08
