Burst starts (s), Burst ends(A)
1625727061.7877095, 1625727063.8049872
1625727063.8198535, 1625727065.8378978
1625727065.853059, 1625727067.8684366
1625727067.8953655, 1625727069.984163
1625727070.0076137, 1625727072.2776349
