Burst starts (s), Burst ends(A)
1625726938.401071, 1625726940.4167018
1625726940.447984, 1625726942.4646988
1625726942.4718823, 1625726944.4884899
1625726944.5033412, 1625726946.5186815
1625726946.5485632, 1625726948.5622153
