Time sep (s?), Charge (C)
1.988281, 4.128332e-11
2.124023, 1.534899e-11
2.253906, -1.466794e-11
2.385742, -3.087711e-11
2.515625, -5.693104e-11
2.649414, -7.974443e-11
2.786133, -9.895467e-11
2.941406, -1.211675e-10
3.078125, -1.977702e-10
3.223633, -6.823612e-10
3.360352, -1.178719e-09
3.491211, -1.672429e-09
3.624023, -2.175263e-09
3.753906, -2.663813e-09
3.885742, -3.192953e-09
4.019531, -3.705772e-09
4.150391, -3.742616e-09
4.352539, -3.7598e-09
4.483398, -3.765793e-09
4.615234, -3.777185e-09
4.745117, -3.782476e-09
4.87793, -3.800125e-09
5.008789, -3.806748e-09
5.141602, -4.087453e-09
5.271484, -4.537469e-09
5.404297, -4.997057e-09
5.53418, -5.485154e-09
5.666016, -5.964095e-09
5.794922, -6.458055e-09
5.924805, -6.938291e-09
6.058594, -7.276417e-09
6.191406, -7.280524e-09
6.334961, -7.278195e-09
6.467773, -7.291521e-09
6.600586, -7.300322e-09
6.730469, -7.304875e-09
6.862305, -7.314346e-09
6.996094, -7.32338e-09
7.131836, -7.657412e-09
7.262695, -8.070034e-09
7.394531, -8.522718e-09
7.527344, -8.99089e-09
7.65918, -9.455147e-09
7.791016, -9.924617e-09
7.922852, -1.039705e-08
8.053711, -1.062809e-08
8.185547, -1.06281e-08
8.317383, -1.063526e-08
8.449219, -1.063842e-08
8.583984, -1.064407e-08
8.713867, -1.06551e-08
8.847656, -1.065656e-08
8.979492, -1.066724e-08
9.111328, -1.105201e-08
9.240234, -1.1475e-08
9.371094, -1.193416e-08
9.503906, -1.240163e-08
9.635742, -1.287814e-08
9.766602, -1.334643e-08
9.896484, -1.381749e-08
10.02539, -1.399515e-08
10.15723, -1.400077e-08
10.28809, -1.400608e-08
10.41895, -1.400828e-08
10.5498, -1.401087e-08
10.68164, -1.401036e-08
10.81348, -1.401803e-08
10.94336, -1.403025e-08
11.07227, -1.442558e-08
11.20117, -1.486463e-08
11.33203, -1.532513e-08
11.46289, -1.579655e-08
11.59473, -1.628196e-08
11.72363, -1.675446e-08
11.85547, -1.725041e-08
11.98535, -1.743201e-08
12.11328, -1.742879e-08
12.24414, -1.743852e-08
12.37109, -1.744078e-08
12.49902, -1.744031e-08
12.62988, -1.744816e-08
12.75781, -1.744749e-08
12.89453, -1.744962e-08
13.02246, -1.744717e-08
13.15137, -1.745656e-08
13.2793, -1.745866e-08
13.40723, -1.745797e-08
13.53613, -1.745919e-08
