Time sep (ms?), Current (A)
0.0, -3.524e-08
2.002, -3.284e-08
4.004, -3.141e-08
6.006, -3.489e-08
8.008, -3.257e-08
10.01, -3.269e-08
12.012, -3.353e-08
14.014, -3.512e-08
16.016, -3.12e-08
18.018, -3.685e-08
20.02, -3.903e-08
22.022, -3.255e-08
24.024, -3.124e-08
26.026, -3.161e-08
28.028, -3.309e-08
30.03, -3.37e-08
32.032, -3.16e-08
34.034, -3.339e-08
36.036, -3.108e-08
38.038, -3.029e-08
40.04, -3.276e-08
42.042, -3.047e-08
44.044, -3.303e-08
46.046, -3.391e-08
48.048, -3.584e-08
50.05, -3.555e-08
52.052, -3.517e-08
54.054, -2.93e-08
56.056, -3.376e-08
58.058, -3.316e-08
60.06, -3.385e-08
62.062, -3.192e-08
64.064, -3.372e-08
66.066, -3.515e-08
68.068, -3.017e-08
70.07, -3.142e-08
72.072, -3.096e-08
74.074, -3.478e-08
76.076, -3.113e-08
78.078, -3.064e-08
80.08, -3.33e-08
82.082, -3.102e-08
84.084, -2.966e-08
86.086, -3.352e-08
88.088, -3.25e-08
90.09, -3.309e-08
92.092, -3.132e-08
94.094, -3.256e-08
96.096, -3.077e-08
98.098, -3.2e-08
100.1, -3.368e-08
102.1, -3.074e-08
104.1, -3.201e-08
106.11, -2.851e-08
108.11, -3.461e-08
110.11, -3.117e-08
112.11, -3.152e-08
114.11, -3.161e-08
116.12, -3.106e-08
118.12, -3.023e-08
120.12, -3.258e-08
122.12, -3.083e-08
124.12, -2.963e-08
126.13, -3.242e-08
128.13, -3.062e-08
130.13, -3.285e-08
132.13, -3.362e-08
134.13, -2.827e-08
136.14, -3.049e-08
138.14, -3.245e-08
140.14, -2.85e-08
142.14, -3.145e-08
144.14, -3.106e-08
146.15, -2.934e-08
148.15, -2.914e-08
150.15, -3.153e-08
152.15, -3.12e-08
154.15, -2.976e-08
156.16, -3.522e-08
158.16, -3.144e-08
160.16, -2.94e-08
162.16, -2.844e-08
164.16, -2.981e-08
166.17, -3.123e-08
168.17, -3.359e-08
170.17, -3.185e-08
172.17, -3.19e-08
174.17, -3.034e-08
176.18, -2.894e-08
178.18, -3.279e-08
180.18, -3.087e-08
182.18, -2.953e-08
184.18, -3.103e-08
186.19, -2.82e-08
188.19, -2.861e-08
190.19, -2.897e-08
192.19, -3.261e-08
194.19, -3.139e-08
196.2, -3.157e-08
198.2, -3.13e-08
200.2, -2.439e-08
202.2, -3.102e-08
204.2, -2.968e-08
206.21, -2.95e-08
208.21, -3.014e-08
210.21, -3.281e-08
212.21, -2.992e-08
214.21, -3.052e-08
216.22, -3.087e-08
218.22, -3.334e-08
220.22, -2.918e-08
222.22, -3.073e-08
224.22, -2.697e-08
226.23, -2.948e-08
228.23, -2.706e-08
230.23, -2.894e-08
232.23, -2.658e-08
234.23, -2.609e-08
236.24, -2.85e-08
238.24, -2.735e-08
240.24, -2.96e-08
242.24, -2.908e-08
244.24, -2.956e-08
246.25, -2.98e-08
248.25, -3.081e-08
250.25, -2.949e-08
252.25, -3.024e-08
254.25, -2.593e-08
256.26, -2.498e-08
258.26, -2.877e-08
260.26, -2.447e-08
262.26, -2.465e-08
264.26, -2.504e-08
266.27, -2.893e-08
268.27, -2.643e-08
270.27, -2.918e-08
272.27, -2.978e-08
274.27, -2.798e-08
276.28, -2.49e-08
278.28, -2.739e-08
280.28, -2.962e-08
282.28, -3.21e-08
284.28, -3.488e-08
286.29, -3.411e-08
288.29, -3.454e-08
290.29, -2.739e-08
292.29, -3.077e-08
294.29, -3.105e-08
296.3, -2.856e-08
298.3, -3.37e-08
300.3, -3.186e-08
302.3, -3.164e-08
304.3, -3.107e-08
306.31, -3.125e-08
308.31, -3.299e-08
310.31, -3.401e-08
312.31, -3.316e-08
314.31, -3.542e-08
316.32, -3.382e-08
318.32, -2.929e-08
320.32, -2.925e-08
322.32, -3.012e-08
324.32, -3.251e-08
326.33, -3.186e-08
328.33, -3.208e-08
330.33, -3.143e-08
332.33, -3.244e-08
334.33, -3.29e-08
336.34, -3.114e-08
338.34, -3.256e-08
340.34, -3.436e-08
342.34, -3.599e-08
344.34, -3.628e-08
346.35, -3.446e-08
348.35, -3.329e-08
350.35, -2.947e-08
352.35, -3.237e-08
354.35, -2.846e-08
356.36, -3.025e-08
358.36, -3.543e-08
360.36, -3.183e-08
362.36, -3.342e-08
364.36, -3.253e-08
366.37, -2.975e-08
368.37, -3.246e-08
370.37, -3.274e-08
372.37, -3.245e-08
374.37, -3.061e-08
376.38, -3.17e-08
378.38, -2.99e-08
380.38, -3.203e-08
382.38, -3.157e-08
384.38, -3.076e-08
386.39, -3.17e-08
388.39, -3.235e-08
390.39, -3.358e-08
392.39, -3.372e-08
394.39, -2.866e-08
396.4, -3.081e-08
398.4, -2.927e-08
400.4, -3.008e-08
402.4, -2.869e-08
404.4, -3.003e-08
406.41, -3.236e-08
408.41, -2.749e-08
410.41, -3.018e-08
412.41, -2.95e-08
414.41, -3.184e-08
416.42, -3.124e-08
418.42, -2.85e-08
420.42, -3.213e-08
422.42, -2.835e-08
424.42, -3.074e-08
426.43, -3.216e-08
