Time sep (s?), Charge (C)
1.989258, 4.632604e-11
2.123047, 4.068302e-11
2.254883, 3.503968e-11
2.399414, 3.083736e-11
2.535156, 2.987678e-11
2.716797, 3.215812e-11
2.868164, 3.083752e-11
3.008789, 3.395905e-11
3.143555, -8.974959e-08
3.280273, -1.943423e-07
3.416016, -2.985934e-07
3.549805, -4.044402e-07
3.68457, -5.108581e-07
3.84375, -6.363302e-07
3.978516, -7.439685e-07
4.116211, -7.533373e-07
4.249023, -7.533228e-07
4.381836, -7.532998e-07
4.514648, -7.532922e-07
4.646484, -7.532716e-07
4.776367, -7.53272e-07
4.910156, -7.532612e-07
5.041992, -7.860965e-07
5.172852, -8.855821e-07
5.302734, -9.870834e-07
5.43457, -1.091292e-06
5.566406, -1.196367e-06
5.700195, -1.303082e-06
5.833008, -1.408884e-06
5.96582, -1.514115e-06
6.094727, -1.515699e-06
6.224609, -1.515671e-06
6.355469, -1.515651e-06
6.485352, -1.515623e-06
6.616211, -1.51562e-06
6.748047, -1.515596e-06
6.889648, -1.515587e-06
7.033203, -1.568284e-06
7.165039, -1.66808e-06
7.293945, -1.768815e-06
7.425781, -1.87327e-06
7.557617, -1.979035e-06
7.691406, -2.086008e-06
7.889648, -2.240877e-06
8.018555, -2.273887e-06
8.147461, -2.273804e-06
8.279297, -2.273798e-06
8.411133, -2.273872e-06
8.543945, -2.273718e-06
8.708008, -2.273757e-06
8.842773, -2.273692e-06
8.973633, -2.307228e-06
9.102539, -2.404307e-06
9.234375, -2.505273e-06
9.365234, -2.608204e-06
9.496094, -2.711919e-06
9.625, -2.814513e-06
9.759766, -2.922027e-06
9.889648, -3.024389e-06
10.02051, -3.027348e-06
10.15137, -3.027306e-06
10.28418, -3.027338e-06
10.41406, -3.027327e-06
10.54492, -3.027251e-06
10.67578, -3.027307e-06
10.80762, -3.027204e-06
10.93848, -3.066684e-06
11.06934, -3.162988e-06
11.2002, -3.261851e-06
11.33008, -3.361325e-06
11.46191, -3.463349e-06
11.58984, -3.56303e-06
11.7207, -3.666165e-06
11.85449, -3.766606e-06
11.99707, -3.766655e-06
12.13867, -3.766652e-06
12.26953, -3.766636e-06
12.40039, -3.766589e-06
12.53418, -3.766585e-06
12.66699, -3.766565e-06
12.7998, -3.766527e-06
12.92871, -3.766502e-06
13.0625, -3.7665e-06
13.19434, -3.766457e-06
13.32617, -3.766496e-06
13.45801, -3.766449e-06
13.58887, -3.766482e-06
13.7207, -3.766432e-06
