Wavelength(nm), SC photons / PD electrons
350.0, 18032.470806382076
370.0, 20015.209261059583
390.0, 18123.97073281066
410.0, 15784.247267157902
430.0, 12639.66759866064
450.0, 10208.573250609748
470.0, 9537.7655541839
490.0, 8847.093043041481
510.0, 8017.299883654889
530.0, 7216.370804051069
550.0, 6712.0344783506225
570.0, 6273.633470581034
590.0, 5942.769149151829
610.0, 5711.543055113271
630.0, 5355.912351392337
650.0, 4985.909743557766
670.0, 4620.8162061763005
690.0, 4341.433052348005
710.0, 3581.983017400598
730.0, 3496.6377608507983
750.0, 3334.5267734505765
770.0, 3447.412698334361
790.0, 3447.1704870142225
810.0, 3264.0267112005454
830.0, 3167.0573438139454
850.0, 3275.133077785818
870.0, 3397.8246119360806
890.0, 3544.208607806234
910.0, 3692.5473574861007
930.0, 3967.2098036562707
950.0, 4204.645322516314
970.0, 4562.891268287867
990.0, 5005.713084553591
1010.0, 5430.477568641415
1030.0, 6741.820703019684
