Burst starts (s), Burst ends(A)
1625727186.2111652, 1625727188.2272139
1625727188.2660902, 1625727190.282409
1625727190.3083034, 1625727192.3260536
1625727192.3385959, 1625727194.3537693
1625727194.385217, 1625727196.3984082
