Burst starts (s), Burst ends(A)
1625727441.2744186, 1625727443.2878616
1625727443.3771837, 1625727445.3914132
1625727445.4801612, 1625727447.4943902
1625727447.567517, 1625727449.5823703
1625727449.6495261, 1625727451.667017
