Time sep (s?), Charge (C)
3.482422, -6.503e-12
4.369141, -3.700038e-11
5.720703, -7.796119e-08
5.851563, -1.087488e-07
5.983398, -1.403623e-07
6.114258, -1.722519e-07
6.245117, -2.048406e-07
6.375977, -2.243195e-07
6.503906, -2.243071e-07
6.633789, -2.24312e-07
6.761719, -2.243039e-07
6.888672, -2.242984e-07
7.019531, -2.243036e-07
7.155273, -2.243038e-07
7.410156, -2.294311e-07
7.541992, -2.565561e-07
7.672852, -2.870002e-07
7.802734, -3.175081e-07
7.93457, -3.495579e-07
8.064453, -3.816026e-07
8.195313, -4.144091e-07
8.330078, -4.475145e-07
8.459961, -4.52653e-07
8.895508, -4.526407e-07
9.201172, -4.526335e-07
9.568359, -4.800803e-07
9.699219, -5.091194e-07
9.831055, -5.399913e-07
9.977539, -5.745554e-07
10.69531, -6.766834e-07
10.90234, -6.766835e-07
11.08203, -6.7667e-07
11.3252, -6.766646e-07
11.53906, -6.766587e-07
11.68945, -6.816729e-07
11.82715, -7.09115e-07
11.95898, -7.387001e-07
12.08984, -7.690678e-07
12.22363, -8.003084e-07
12.35645, -8.320321e-07
12.49023, -8.6391e-07
12.62207, -8.957974e-07
12.75098, -8.974493e-07
12.88379, -8.974372e-07
13.08496, -8.974336e-07
13.25781, -8.974204e-07
13.44922, -8.974109e-07
13.61035, -8.9741e-07
14.12207, -9.889802e-07
14.29688, -1.030215e-06
14.46582, -1.070715e-06
14.62793, -1.111019e-06
14.77637, -1.120122e-06
14.94629, -1.120105e-06
15.07715, -1.120093e-06
15.20801, -1.120081e-06
15.33984, -1.120086e-06
