Burst starts (s), Burst ends(A)
1626235643.3448522, 1626235645.367083
1626235645.367083, 1626235647.3932498
1626235647.4089198, 1626235649.4354868
1626235649.4354868, 1626235651.4600878
1626235651.506949, 1626235653.5135884
