Time sep (s?), Charge (C)
1.96875, 3.996405e-11
2.100586, 3.564152e-11
2.232422, 4.044432e-11
2.360352, 4.00838e-11
2.491211, 4.080446e-11
2.62207, 3.348036e-11
2.753906, 3.960392e-11
2.884766, 3.588172e-11
3.013672, -4.507336e-10
3.146484, -1.933748e-09
3.276367, -3.455426e-09
3.410156, -5.037265e-09
3.541016, -6.615142e-09
3.673828, -8.214135e-09
3.807617, -9.825719e-09
3.9375, -1.140286e-08
4.066406, -1.145587e-08
4.199219, -1.144911e-08
4.330078, -1.145221e-08
4.460938, -1.145017e-08
4.594727, -1.14557e-08
4.724609, -1.145312e-08
4.856445, -1.145163e-08
4.985352, -1.18159e-08
5.116211, -1.330133e-08
5.24707, -1.484621e-08
5.375977, -1.641256e-08
5.506836, -1.800847e-08
5.639648, -1.962688e-08
5.772461, -2.122648e-08
5.900391, -2.281466e-08
6.03125, -2.306346e-08
6.163086, -2.306369e-08
6.294922, -2.305949e-08
6.424805, -2.306361e-08
6.555664, -2.305617e-08
6.686523, -2.306295e-08
6.81543, -2.306029e-08
6.946289, -2.333855e-08
7.078125, -2.480281e-08
7.208008, -2.63368e-08
7.335938, -2.785546e-08
7.46875, -2.945512e-08
7.600586, -3.105766e-08
7.732422, -3.264049e-08
7.860352, -3.421938e-08
7.990234, -3.457653e-08
8.120117, -3.458162e-08
8.250977, -3.458012e-08
8.382813, -3.45788e-08
8.515625, -3.458417e-08
8.647461, -3.457724e-08
8.77832, -3.458186e-08
8.90918, -3.48469e-08
9.040039, -3.630772e-08
9.171875, -3.783432e-08
9.304688, -3.93996e-08
9.4375, -4.097768e-08
9.567383, -4.255308e-08
9.699219, -4.4119e-08
9.828125, -4.566285e-08
9.956055, -4.594562e-08
10.08594, -4.594877e-08
10.21582, -4.594451e-08
10.34375, -4.594674e-08
10.47461, -4.594664e-08
10.60645, -4.595175e-08
10.73828, -4.594667e-08
10.87109, -4.616836e-08
11.00391, -4.762787e-08
11.13379, -4.912351e-08
11.32031, -5.128697e-08
11.45215, -5.285406e-08
11.58301, -5.44126e-08
11.71484, -5.601108e-08
11.84766, -5.7268e-08
11.97754, -5.726143e-08
12.10938, -5.726232e-08
12.30859, -5.726224e-08
12.51367, -5.725641e-08
12.64746, -5.725624e-08
12.79492, -5.726133e-08
13.05664, -5.726335e-08
13.32227, -5.725696e-08
13.46875, -5.726319e-08
