Time sep (ms?), Charge (C)
0.0, -6.91e-10
2.002, -7.84e-10
4.004, -8.77e-10
6.006, -9.66e-10
8.008, -1.058e-09
10.01, -1.157e-09
12.012, -1.246e-09
14.014, -1.334e-09
16.016, -1.424e-09
18.018, -1.512e-09
20.02, -1.603e-09
22.022, -1.693e-09
24.024, -1.79e-09
26.026, -1.883e-09
28.028, -1.974e-09
30.03, -2.064e-09
32.032, -2.155e-09
34.034, -2.249e-09
36.036, -2.338e-09
38.038, -2.429e-09
40.04, -2.526e-09
42.042, -2.615e-09
44.044, -2.702e-09
46.046, -2.787e-09
48.048, -2.878e-09
50.05, -2.963e-09
52.052, -3.048e-09
54.054, -3.136e-09
56.056, -3.222e-09
58.058, -3.308e-09
60.06, -3.395e-09
62.062, -3.478e-09
64.064, -3.557e-09
66.066, -3.649e-09
68.068, -3.734e-09
70.07, -3.822e-09
72.072, -3.915e-09
74.074, -4.001e-09
76.076, -4.09e-09
78.078, -4.179e-09
80.08, -4.266e-09
82.082, -4.353e-09
84.084, -4.443e-09
86.086, -4.533e-09
88.088, -4.623e-09
90.09, -4.713e-09
92.092, -4.798e-09
94.094, -4.889e-09
96.096, -4.979e-09
98.098, -5.068e-09
100.1, -5.16e-09
102.1, -5.252e-09
104.1, -5.345e-09
106.11, -5.433e-09
108.11, -5.52e-09
110.11, -5.61e-09
112.11, -5.699e-09
114.11, -5.79e-09
116.12, -5.877e-09
118.12, -5.962e-09
120.12, -6.047e-09
122.12, -6.13e-09
124.12, -6.213e-09
126.13, -6.293e-09
128.13, -6.376e-09
130.13, -6.459e-09
132.13, -6.541e-09
134.13, -6.616e-09
136.14, -6.698e-09
138.14, -6.781e-09
140.14, -6.863e-09
142.14, -6.945e-09
144.14, -7.027e-09
146.15, -7.114e-09
148.15, -7.204e-09
150.15, -7.289e-09
152.15, -7.379e-09
154.15, -7.469e-09
156.16, -7.561e-09
158.16, -7.646e-09
160.16, -7.735e-09
162.16, -7.823e-09
164.16, -7.907e-09
166.17, -7.997e-09
168.17, -8.083e-09
170.17, -8.169e-09
172.17, -8.256e-09
174.17, -8.339e-09
176.18, -8.422e-09
178.18, -8.502e-09
180.18, -8.583e-09
182.18, -8.666e-09
184.18, -8.746e-09
186.19, -8.828e-09
188.19, -8.914e-09
