Wavelength(nm), SC photons / PD electrons
415.0, 0.7708943815414985
670.0, 0.2607936776563113
675.0, 0.3319181736953105
680.0, 0.2604427683647131
685.0, 0.2651398134902005
690.0, 0.24847554374991634
695.0, 0.2583275332051663
700.0, 0.21443533504842774
705.0, 0.26150068735911036
710.0, 0.2735826691475478
715.0, 0.31428557236720195
720.0, 0.3370429335231251
725.0, 0.34043268212599737
730.0, 0.33940069511481563
735.0, 0.32096884763667993
740.0, 0.312516723659459
745.0, 0.3070063975617166
750.0, 0.3393286125432749
755.0, 0.3455570388321402
760.0, 0.3315555007410146
765.0, 0.3347119822353853
770.0, 0.37386083974752576
775.0, 0.39387400092198344
780.0, 0.39611172997915345
785.0, 0.3978136001150653
790.0, 0.39270803515539876
795.0, 0.4057960169833242
800.0, 0.4103531780921174
805.0, 0.41152809895607845
810.0, 0.37258214787180555
815.0, 0.3670788926898633
820.0, 0.3970200517708905
825.0, 0.405900701710855
830.0, 0.36273658459620034
835.0, 0.3827385473801181
840.0, 0.3824683701528681
845.0, 0.3866356306587916
850.0, 0.6472429063028808
855.0, 1.5163226278999338
860.0, 0.8825825161389536
865.0, 0.3798368172486605
870.0, 0.3981912769704867
875.0, 0.4214688745183675
880.0, 0.42996309517301695
885.0, 0.3865616545497483
890.0, 0.42156668710095657
895.0, 0.37222413055912856
900.0, 0.3979287487666399
905.0, 0.4742447845918968
910.0, 0.3885813304278818
915.0, 0.4139065485577668
920.0, 0.4000679383987909
925.0, 0.44324830879158583
930.0, 0.4458269904782642
935.0, 0.4395778016626758
940.0, 0.44773626991173915
945.0, 0.5264436743935134
950.0, 0.4684071102257305
955.0, 0.48021265549755837
960.0, 0.49565764511162286
965.0, 0.5501842300064909
970.0, 0.4857866111844378
975.0, 0.5681503949039165
980.0, 0.47051747053979687
985.0, 0.5531459750730865
990.0, 0.5515914879634274
995.0, 0.553866218995202
1000.0, 0.6350911033102916
1005.0, 0.658579191793691
1010.0, 0.6334630055388122
1015.0, 0.6781675758446953
1020.0, 0.7020405010390085
1025.0, 0.7031287535933023
1030.0, 0.7474160957228131
1035.0, 0.920810653328821
1040.0, 1.0246617170037153
1045.0, 1.2467845255130172
