Time sep (ms?), Charge (C)
0.0, -3.589e-09
2.002, -3.667e-09
4.004, -3.739e-09
6.006, -3.809e-09
8.008, -3.885e-09
10.01, -3.959e-09
12.012, -4.035e-09
14.014, -4.113e-09
16.016, -4.19e-09
18.018, -4.266e-09
20.02, -4.338e-09
22.022, -4.42e-09
24.024, -4.504e-09
26.026, -4.584e-09
28.028, -4.66e-09
30.03, -4.735e-09
32.032, -4.812e-09
34.034, -4.885e-09
36.036, -4.962e-09
38.038, -5.037e-09
40.04, -5.109e-09
42.042, -5.181e-09
44.044, -5.26e-09
46.046, -5.332e-09
48.048, -5.404e-09
50.05, -5.48e-09
52.052, -5.553e-09
54.054, -5.628e-09
56.056, -5.698e-09
58.058, -5.768e-09
60.06, -5.839e-09
62.062, -5.916e-09
64.064, -5.99e-09
66.066, -6.061e-09
68.068, -6.134e-09
70.07, -6.207e-09
72.072, -6.28e-09
74.074, -6.354e-09
76.076, -6.426e-09
78.078, -6.496e-09
80.08, -6.572e-09
82.082, -6.649e-09
84.084, -6.724e-09
86.086, -6.807e-09
88.088, -6.891e-09
90.09, -6.974e-09
92.092, -7.058e-09
94.094, -7.14e-09
96.096, -7.221e-09
98.098, -7.303e-09
100.1, -7.386e-09
102.1, -7.465e-09
104.1, -7.544e-09
106.11, -7.619e-09
108.11, -7.692e-09
110.11, -7.772e-09
112.11, -7.844e-09
114.11, -7.915e-09
116.12, -7.987e-09
118.12, -8.059e-09
120.12, -8.139e-09
122.12, -8.215e-09
124.12, -8.29e-09
126.13, -8.361e-09
128.13, -8.432e-09
130.13, -8.504e-09
132.13, -8.578e-09
134.13, -8.655e-09
136.14, -8.733e-09
138.14, -8.807e-09
140.14, -8.887e-09
142.14, -8.964e-09
144.14, -9.042e-09
146.15, -9.121e-09
148.15, -9.204e-09
150.15, -9.285e-09
152.15, -9.369e-09
154.15, -9.447e-09
156.16, -9.525e-09
158.16, -9.601e-09
160.16, -9.68e-09
162.16, -9.759e-09
164.16, -9.836e-09
166.17, -9.916e-09
168.17, -9.993e-09
170.17, -1.0075e-08
172.17, -1.0154e-08
174.17, -1.0231e-08
176.18, -1.0309e-08
178.18, -1.0387e-08
180.18, -1.0467e-08
182.18, -1.0549e-08
184.18, -1.0628e-08
186.19, -1.071e-08
188.19, -1.079e-08
190.19, -1.0871e-08
192.19, -1.0955e-08
194.19, -1.1034e-08
196.2, -1.1111e-08
198.2, -1.1189e-08
200.2, -1.1268e-08
202.2, -1.135e-08
204.2, -1.1433e-08
206.21, -1.1513e-08
208.21, -1.1589e-08
210.21, -1.1667e-08
212.21, -1.1745e-08
214.21, -1.1821e-08
216.22, -1.1897e-08
218.22, -1.197e-08
220.22, -1.205e-08
222.22, -1.2132e-08
224.22, -1.2213e-08
226.23, -1.2292e-08
228.23, -1.2372e-08
230.23, -1.2445e-08
232.23, -1.2524e-08
234.23, -1.2607e-08
236.24, -1.2687e-08
238.24, -1.2763e-08
240.24, -1.2837e-08
242.24, -1.2917e-08
244.24, -1.2994e-08
246.25, -1.307e-08
248.25, -1.3145e-08
250.25, -1.3219e-08
252.25, -1.3298e-08
254.25, -1.3373e-08
256.26, -1.3449e-08
258.26, -1.3524e-08
260.26, -1.36e-08
262.26, -1.3685e-08
264.26, -1.3767e-08
266.27, -1.3849e-08
268.27, -1.3928e-08
270.27, -1.4004e-08
272.27, -1.4081e-08
274.27, -1.4156e-08
276.28, -1.423e-08
278.28, -1.4309e-08
280.28, -1.4385e-08
282.28, -1.4463e-08
284.28, -1.4542e-08
286.29, -1.4621e-08
288.29, -1.4702e-08
290.29, -1.4781e-08
292.29, -1.4865e-08
294.29, -1.495e-08
296.3, -1.5038e-08
298.3, -1.5118e-08
300.3, -1.5201e-08
302.3, -1.5288e-08
304.3, -1.5368e-08
306.31, -1.5449e-08
308.31, -1.5535e-08
310.31, -1.5617e-08
312.31, -1.5698e-08
314.31, -1.5775e-08
316.32, -1.5857e-08
318.32, -1.5937e-08
320.32, -1.6017e-08
322.32, -1.6097e-08
324.32, -1.6179e-08
326.33, -1.6262e-08
328.33, -1.6346e-08
330.33, -1.6429e-08
332.33, -1.6508e-08
334.33, -1.6587e-08
336.34, -1.6666e-08
338.34, -1.6744e-08
340.34, -1.6822e-08
342.34, -1.6898e-08
344.34, -1.6979e-08
346.35, -1.7055e-08
348.35, -1.7133e-08
350.35, -1.721e-08
352.35, -1.7288e-08
354.35, -1.7372e-08
356.36, -1.7454e-08
358.36, -1.7526e-08
360.36, -1.7598e-08
362.36, -1.7671e-08
364.36, -1.7744e-08
366.37, -1.7816e-08
368.37, -1.7894e-08
370.37, -1.7973e-08
372.37, -1.8048e-08
374.37, -1.8126e-08
376.38, -1.8201e-08
378.38, -1.8273e-08
380.38, -1.8345e-08
382.38, -1.8418e-08
384.38, -1.8496e-08
386.39, -1.8568e-08
388.39, -1.8641e-08
390.39, -1.8716e-08
392.39, -1.8793e-08
394.39, -1.8868e-08
396.4, -1.8941e-08
398.4, -1.901e-08
400.4, -1.9085e-08
402.4, -1.9163e-08
404.4, -1.9236e-08
406.41, -1.931e-08
408.41, -1.9386e-08
410.41, -1.9469e-08
412.41, -1.9544e-08
414.41, -1.9624e-08
416.42, -1.97e-08
418.42, -1.9775e-08
420.42, -1.9848e-08
422.42, -1.9924e-08
424.42, -2.0003e-08
426.43, -2.0082e-08
428.43, -2.016e-08
430.43, -2.0244e-08
432.43, -2.0324e-08
434.43, -2.0405e-08
436.44, -2.0489e-08
438.44, -2.0567e-08
440.44, -2.0648e-08
442.44, -2.0731e-08
444.44, -2.0812e-08
446.45, -2.0893e-08
448.45, -2.0973e-08
450.45, -2.1053e-08
452.45, -2.1138e-08
454.45, -2.1222e-08
456.46, -2.1305e-08
458.46, -2.1386e-08
460.46, -2.1465e-08
462.46, -2.1546e-08
464.46, -2.1624e-08
466.47, -2.17e-08
468.47, -2.1781e-08
470.47, -2.1851e-08
472.47, -2.193e-08
474.47, -2.2011e-08
476.48, -2.2092e-08
478.48, -2.2171e-08
480.48, -2.2254e-08
482.48, -2.2337e-08
484.48, -2.242e-08
486.49, -2.2496e-08
488.49, -2.2573e-08
490.49, -2.2649e-08
492.49, -2.2733e-08
