Time sep (s?), Charge (C)
2.00293, 3.804303e-11
2.134766, 4.584716e-11
2.264648, 4.02041e-11
2.397461, 4.236511e-11
2.530273, 4.128468e-11
2.661133, 3.852333e-11
2.791992, 4.596721e-11
2.924805, 3.492134e-11
3.056641, -1.597923e-08
3.188477, -1.59761e-08
3.316406, -1.597865e-08
3.448242, -1.597591e-08
3.637695, -1.597385e-08
3.770508, -1.59743e-08
3.899414, -1.597719e-08
4.03125, -1.59753e-08
4.163086, -1.597695e-08
4.291992, -1.597415e-08
4.423828, -1.597782e-08
4.554688, -1.597567e-08
4.685547, -1.597877e-08
4.81543, -1.597451e-08
4.945313, -2.096032e-08
5.079102, -3.190359e-08
5.211914, -3.190918e-08
5.341797, -3.190031e-08
5.472656, -3.190319e-08
5.603516, -3.189892e-08
5.735352, -3.190591e-08
5.866211, -3.189937e-08
5.996094, -3.190662e-08
6.124023, -3.190429e-08
6.25293, -3.189804e-08
6.385742, -3.189876e-08
6.516602, -3.190649e-08
6.648438, -3.190065e-08
6.779297, -3.190252e-08
6.912109, -3.189871e-08
7.041992, -4.846247e-08
7.172852, -4.84559e-08
7.301758, -4.84605e-08
7.428711, -4.845588e-08
7.55957, -4.845386e-08
7.692383, -4.846088e-08
7.824219, -4.845628e-08
7.956055, -4.845481e-08
8.086914, -4.845503e-08
8.21875, -4.845649e-08
8.348633, -4.845781e-08
8.481445, -4.845609e-08
8.613281, -4.845571e-08
8.744141, -4.845597e-08
8.875977, -4.845977e-08
9.007813, -6.445009e-08
9.140625, -6.445497e-08
9.270508, -6.445214e-08
9.401367, -6.445189e-08
9.533203, -6.444955e-08
9.666016, -6.445459e-08
9.798828, -6.444498e-08
9.929688, -6.445237e-08
10.06055, -6.444944e-08
10.18848, -6.444771e-08
10.31836, -6.444125e-08
10.44922, -6.444919e-08
10.58203, -6.445104e-08
10.70996, -6.444605e-08
10.84277, -6.445278e-08
10.97461, -8.043419e-08
11.10645, -8.04386e-08
11.2373, -8.043669e-08
11.36719, -8.043564e-08
11.49902, -8.04333e-08
11.63086, -8.04345e-08
11.76367, -8.042888e-08
11.89648, -8.043585e-08
12.02832, -8.043433e-08
12.1582, -8.04332e-08
12.28906, -8.04372e-08
12.41895, -8.043095e-08
12.55078, -8.043364e-08
12.68262, -8.042961e-08
12.81445, -8.043278e-08
12.94629, -8.042805e-08
13.08105, -8.043624e-08
13.21191, -8.042274e-08
13.34668, -8.042333e-08
