Burst starts (s), Burst ends(A)
1626236487.327562, 1626236489.5163398
1626236489.5193954, 1626236491.5576942
1626236491.5733538, 1626236493.595823
1626236493.595823, 1626236495.6190903
1626236495.6190903, 1626236497.645296
