Wavelength(nm), SC photons / PD photons
415.0, 0.17492238090972898
670.0, 0.17277130668445456
675.0, 0.22160173790020313
680.0, 0.17522500928828197
685.0, 0.17971284246859134
690.0, 0.16966196426585067
695.0, 0.17718807168846543
700.0, 0.1477454949560594
705.0, 0.18164448014632018
710.0, 0.19157592953208086
715.0, 0.2220675717001375
720.0, 0.24028098632570014
725.0, 0.24392623454907605
730.0, 0.24441173791036144
735.0, 0.23253445459682698
740.0, 0.2277703216381178
745.0, 0.22530767289671974
750.0, 0.250745458776896
755.0, 0.2567685323099621
760.0, 0.2477276361039096
765.0, 0.25088738842655095
770.0, 0.2811269414902225
775.0, 0.2977208301893354
780.0, 0.30096592799806005
785.0, 0.3034676617719473
790.0, 0.3007660784835045
795.0, 0.31230639716013214
800.0, 0.3173472177581236
805.0, 0.319755825647107
810.0, 0.2908529911296586
815.0, 0.28758474569892273
820.0, 0.3121535426428016
825.0, 0.3202450136314962
830.0, 0.2871808469260597
835.0, 0.3034725494740804
840.0, 0.30371402681556076
845.0, 0.3077550105389875
850.0, 0.5164187892624341
855.0, 1.2115458382851414
860.0, 0.7061812575534517
865.0, 0.30487892849141507
870.0, 0.32061753608275173
875.0, 0.33980736775685194
880.0, 0.34711187027449264
885.0, 0.312743698227912
890.0, 0.3417949156456957
895.0, 0.3019074112733414
900.0, 0.32288244771864816
905.0, 0.3859222548227144
910.0, 0.31712734830583267
915.0, 0.3379121223316258
920.0, 0.3267268910470988
925.0, 0.36152248784714464
930.0, 0.3631541020391269
935.0, 0.3584783293902564
940.0, 0.36555388807078354
945.0, 0.42926994842374283
950.0, 0.38146157577416806
955.0, 0.3912096122947945
960.0, 0.4039301498081903
965.0, 0.4471096182601626
970.0, 0.39366735278787557
975.0, 0.45914171474523957
980.0, 0.37918875133745517
985.0, 0.4421419483865185
990.0, 0.437272742410803
995.0, 0.4337904698349598
1000.0, 0.49134546712269633
1005.0, 0.4997188848505935
1010.0, 0.47123641416757095
1015.0, 0.4888300307998024
1020.0, 0.4898241836472008
1025.0, 0.4704280788624267
1030.0, 0.4786336069055333
1035.0, 0.5544541946622403
1040.0, 0.5777961546823109
1045.0, 0.6489099691340383
