Wavelength(nm), SC charge (e-), PD charge (e-)
350.0, 2.0576494767652217e-09
355.0, 2.9027215636467775e-09
360.0, 2.4861195295450427e-09
365.0, 2.6132682281933244e-09
370.0, 3.204975626031659e-09
375.0, 3.6118473502067224e-09
380.0, 3.472084449457893e-09
385.0, 3.7090671482990013e-09
390.0, 3.982201106630486e-09
395.0, 4.148961048255883e-09
400.0, 4.245326991786943e-09
405.0, 5.400503856342672e-09
410.0, 6.225727228479707e-09
415.0, 7.232255333791556e-09
420.0, 6.571620157562219e-09
425.0, 7.183765032860258e-09
430.0, 6.1738497455236e-09
435.0, 5.602291916303843e-09
440.0, 5.788518736677085e-09
445.0, 5.3392621948523755e-09
450.0, 6.091139144701402e-09
455.0, 5.715118318145138e-09
460.0, 6.009074555714559e-09
465.0, 5.907329089911501e-09
470.0, 5.6538665225719765e-09
475.0, 5.287898467623163e-09
480.0, 4.477271785718698e-09
485.0, 4.313518085568e-09
490.0, 3.634197653802135e-09
495.0, 3.5692417837674206e-09
500.0, 3.6423282373187108e-09
505.0, 3.885287408528871e-09
510.0, 3.762675882382286e-09
515.0, 3.775753228075336e-09
520.0, 3.6594160471017433e-09
525.0, 4.043550054648254e-09
530.0, 3.854016276274159e-09
535.0, 3.674666015364649e-09
540.0, 4.032781258990789e-09
545.0, 3.701678676861134e-09
550.0, 3.4438878545922134e-09
555.0, 3.2875762765509405e-09
560.0, 3.4327103436942735e-09
565.0, 3.170018540702909e-09
570.0, 2.981975703598014e-09
575.0, 3.3730631064994162e-09
580.0, 3.2333456805378965e-09
590.0, 3.729696396264515e-09
595.0, 4.118766563699411e-09
600.0, 4.141500982941252e-09
605.0, 4.264420180854658e-09
610.0, 4.278508172122479e-09
615.0, 4.287860657594167e-09
620.0, 4.353070524868749e-09
625.0, 4.341682924969922e-09
630.0, 4.378342036869719e-09
635.0, 4.387840193426892e-09
640.0, 4.390622732058602e-09
645.0, 4.507191708575675e-09
650.0, 4.357568285410827e-09
655.0, 4.282205883921682e-09
660.0, 4.261978864972239e-09
665.0, 4.096050599008039e-09
670.0, 2.3246882307803807e-09
675.0, 3.790704491803189e-09
680.0, 4.740579082084049e-09
685.0, 3.3575412124928322e-09
695.0, 4.409614134593979e-09
700.0, 5.566131119496851e-09
705.0, 5.944233925962459e-09
710.0, 5.950793168843558e-09
715.0, 5.61451334774235e-09
720.0, 5.6589131044089405e-09
725.0, 5.933369453282112e-09
730.0, 6.114722033601342e-09
735.0, 6.74501062127974e-09
740.0, 7.151529847032277e-09
745.0, 6.9921796980206495e-09
750.0, 7.104891301224034e-09
755.0, 6.64981975703201e-09
760.0, 7.41905596295437e-09
765.0, 7.014520687458907e-09
770.0, 6.921124886729974e-09
775.0, 6.710330331156908e-09
780.0, 6.626910492556434e-09
785.0, 6.779167588114551e-09
790.0, 6.757574778284952e-09
795.0, 7.266004882432322e-09
800.0, 6.988167317799523e-09
805.0, 7.269427505183681e-09
810.0, 7.168060234527897e-09
815.0, 7.405664819531523e-09
820.0, 7.316742692032091e-09
825.0, 7.507438785656587e-09
830.0, 6.861232261768476e-09
835.0, 7.2138689451232604e-09
840.0, 6.994632927056915e-09
845.0, 6.871610108467016e-09
850.0, 6.6836948474176555e-09
855.0, 6.587560986595295e-09
860.0, 6.2995956591110416e-09
865.0, 6.182911132385043e-09
870.0, 5.761936404528113e-09
875.0, 5.599945499480776e-09
880.0, 5.5447773945406364e-09
885.0, 5.418107296444046e-09
890.0, 5.892354496526419e-09
895.0, 5.897655982449228e-09
900.0, 5.761012477125178e-09
905.0, 5.664157885873998e-09
910.0, 5.715908319372943e-09
915.0, 5.660876502077016e-09
920.0, 5.780230806149053e-09
925.0, 5.429527426229435e-09
930.0, 5.356985459496071e-09
935.0, 5.401261266381055e-09
940.0, 5.279905887622958e-09
945.0, 5.085388020078404e-09
950.0, 4.908682687907188e-09
955.0, 4.684402047651538e-09
960.0, 4.570185116824921e-09
965.0, 4.202260842436031e-09
970.0, 3.912568328997774e-09
975.0, 3.6560196821957395e-09
980.0, 3.455782896874807e-09
985.0, 2.4585450706488786e-09
990.0, 3.200087700175841e-09
995.0, 2.9644090878513686e-09
1000.0, 3.1118787297932563e-09
1005.0, 3.082959405673721e-09
1010.0, 3.1514360890537304e-09
1015.0, 3.429020497879239e-09
1020.0, 3.315084453531476e-09
1025.0, 3.552746972455578e-09
1030.0, 3.456215629963296e-09
1035.0, 3.6732846978674608e-09
1040.0, 3.6410693458071645e-09
1045.0, 3.737953845875819e-09
