Time sep (s?), Charge (C)
1.977539, 3.88834e-11
2.106445, 4.236522e-11
2.238281, 3.852307e-11
2.37207, 4.152457e-11
2.504883, 4.284537e-11
2.634766, 4.080441e-11
2.766602, 4.668745e-11
2.897461, 3.900339e-11
3.029297, -1.387954e-09
3.161133, -3.52904e-09
3.291992, -3.530967e-09
3.423828, -3.523382e-09
3.556641, -3.527476e-09
3.686523, -3.524359e-09
3.819336, -3.524465e-09
3.951172, -3.525921e-09
4.081055, -3.530241e-09
4.214844, -3.526888e-09
4.345703, -3.524838e-09
4.477539, -3.524109e-09
4.609375, -3.527487e-09
4.738281, -3.526515e-09
4.870117, -3.523642e-09
5.00293, -5.107745e-09
5.135742, -7.025054e-09
5.266602, -7.01758e-09
5.399414, -7.022043e-09
5.529297, -7.015683e-09
5.658203, -7.024818e-09
5.790039, -7.017457e-09
5.920898, -7.019876e-09
6.101563, -7.013026e-09
6.237305, -7.012548e-09
6.380859, -7.02072e-09
6.512695, -7.023719e-09
6.642578, -7.021424e-09
6.774414, -7.020494e-09
6.908203, -7.017013e-09
7.041016, -1.039497e-08
7.172852, -1.039821e-08
7.303711, -1.039086e-08
7.435547, -1.039438e-08
7.568359, -1.039043e-08
7.701172, -1.039209e-08
7.832031, -1.039825e-08
7.962891, -1.038991e-08
8.106445, -1.039111e-08
8.237305, -1.039584e-08
8.370117, -1.038954e-08
8.50293, -1.039558e-08
8.631836, -1.039031e-08
8.762695, -1.039158e-08
8.894531, -1.038972e-08
9.027344, -1.381985e-08
9.157227, -1.381851e-08
9.290039, -1.381895e-08
9.421875, -1.381831e-08
9.552734, -1.381339e-08
9.683594, -1.38187e-08
9.813477, -1.381475e-08
9.945313, -1.381615e-08
10.07324, -1.381244e-08
10.20605, -1.382085e-08
10.33789, -1.381791e-08
10.4668, -1.381675e-08
10.5957, -1.381879e-08
10.72656, -1.381908e-08
10.8584, -1.381438e-08
10.99219, -1.720976e-08
11.12207, -1.721127e-08
11.25195, -1.72108e-08
11.38086, -1.720499e-08
11.5127, -1.720552e-08
11.64355, -1.72097e-08
11.77441, -1.720984e-08
11.90527, -1.720995e-08
12.03516, -1.720661e-08
12.16602, -1.721186e-08
12.29883, -1.720408e-08
12.42773, -1.72098e-08
12.55762, -1.720795e-08
12.73438, -1.720461e-08
12.92969, -1.720403e-08
13.12988, -1.720896e-08
13.27148, -1.720305e-08
13.45703, -1.720332e-08
