Burst starts (s), Burst ends(A)
1626193767.8864985, 1626193769.8916085
1626193769.906982, 1626193771.9338326
1626193771.9809883, 1626193774.0054533
1626193774.0413, 1626193776.0797584
1626193776.0797584, 1626193778.1037095
